arg_id,prev_arg_id,arg,error
Depth5_462,Depth4_349,Government spending on foreign policy is to high to justify it as being a citizen.,
Depth5_463,Depth4_349,There are a number of rebaselining that could be done to generate the funds but there is no clear idea of where it could come from without severely impacting other areas. It would be interesting to see where the money went when the funds were taken out of paying for university places - it wasn’t education. ,y
Depth5_464,Depth4_353,if the government was to cut all university fee's we would see a rise in drop outs and students who do not wish to study. Students who do not have to pay would be lazy and unaccomplished in their studies ,
Depth5_465,Depth4_353,Higher education should not just be available to the priviledged few - it should be available for all regardless of financial background.,y
Depth5_466,Depth4_353,Everyone should have the right to higher education. Educatikn needs to be free so that everyone has access to it.,y
Depth5_467,Depth4_353,"Every society needs individuals that have been educated to a high level and to help social mobility, an individual's socioeconomic background should not affect their ability to be educated to the highest level if they show talent. The government needs to invest in young people and higher education.",
Depth5_468,Depth4_353,"But further education could be for everyone. It dies not have to be an academic education, everyone should have the chance for a further education in a field that is suitable for them.",
Depth5_469,Depth4_368,How is the economy suppose to thrive when we are expected to pay 9k for education that benefits the future?,
Depth5_470,Depth4_368,But most priviledged students do get it for free from Daddy's pocket! Far from people 'respecting ' having to pay I believe it puts off many budding scholars due to costs. ,y
Depth5_471,Depth4_368,Not everone has the money to pay for it. If they have to take out loans they are then putting themselves it debt for years to come and thus decreasing their earnings that they went to university to increase in the first place.,y
Depth5_472,Depth4_368,Saddling young people with a 50 thousand pound debt before they even start their adult lives in employment is totally unfair. At the moment people with intellect and talent that could do society a great service are being put off from going to university.,
Depth5_473,Depth4_368,"So are you saying then that 'll education should be paid for from the beginning? Using that argument, you are saying that people will not value the education they are receiving from age 5.",
Depth5_474,Depth4_380,saving the economy should be greatly helped via the government and not lining the pockets of the rich to make them richer and the poor poorer,
Depth5_475,Depth4_380,There are not enough high paid jobs out there. Graduating does not guarantee getting a higher paid job and students could be stuck in debt for the rest of their lives.,
Depth5_476,Depth4_380,If the aim of going to university was to increase earnings paying a large amount of that back from their wage packet seems counter intuitive from the main aim of a higher paid career,
Depth5_477,Depth4_380,"They are enormous pressures on young people these days. For example, the lack of housing and high house prices and rents. Childcare costs too are prohibitive. Why burden them with enormous debt as well.",
Depth5_478,Depth4_380,"That is not always true. Although there is a correlation between further education and higher wages, this is not a guaranteed return on an investment and there for is not applicable here.",
Depth5_479,Depth4_389,"being in debt your whole life is a daunting thing, nobody wants to take a job where they have to lose pay due to previous studying to get that job in the first place. ",
Depth5_480,Depth4_389,The loans are hideous and can cause stress for many years. Getting a job alongside studying will be a drop in the ocean.,
Depth5_481,Depth4_389,"But the more you earn the higher the amount you pay back. With the amount of people currently going to higher education the market is currentlysaturated with qualified people all going for the same positions, thus not everyone can hold the higher positions.",y
Depth5_482,Depth4_389,The vast majority of people don't need a huge student debt as an incentive to find work. ,
Depth5_483,Depth4_389,"Your future master will not have a choice but to pay off their debt. To earn enough to invest in their future, they must also have to pay back the loan, delaying their savings.",
Depth5_484,Depth4_403,society would be a better place if everyone had access to the same FREE education ,
Depth5_485,Depth4_403,"But taxes pay for many things some which we use others which we don't you can't differentiate. We pay tax for the royals and we will never gain from that - but thats the way it goes,",
Depth5_486,Depth4_403,But if you make the education free the people who get the grades but are put off by the price may decide to go to university and persue the degrees that may increase their chance of getting into a trained career instead of a lower paid job. ,
Depth5_487,Depth4_403,As said previously we all benefit from the services provided by educated people. The contribution provided by individuals would need to be in proportion to their means. So higher earners would contribute more to the education system.,
Depth5_488,Depth4_403,A large proportion of people will never need to use the NHS or police to the level they have paid in taxed for them but are still happy to pay as it's benefits society as well as the individual.,
Depth5_489,Depth4_412,"you would not be able to live, should you study full time, work full time but get all your money taken back in tax for something that helped get them where they are today ",
Depth5_490,Depth4_412,Loans still rack up significant interest and is still stressful to have even if you do not earn enough to pay them off. They are constantly there.,
Depth5_491,Depth4_412,"However if education was free you would not have the burden hanging over you, if you earn just over the threshold you are still paying the same amount as some one who earns way over the threshold and therefore come off worse than someone who gets paid more yet both paid the same amount in fees and in loans.",
Depth5_492,Depth4_412,I think if people really understood the financial ramifications there would be significantly less people from poorer backgrounds going to university.,
Depth5_493,Depth4_412,I think perception needs to change as mist young people believe university is the only real way of increasing their earning potential and so will go regardless of the loans.,
Depth5_494,Depth4_357,Nan,
Depth5_495,Depth4_357,"Although I do agree the money would be better spent elsewhere, for key subjects that would support the economy should be free from tuition fees e.g engineering, education, nursing, medicine ",
Depth5_496,Depth4_357,"We need university fees paid to attract more people to study and so could provide more dictors, nurses and other health pro to help with staffing the NHS.",y
Depth5_497,Depth4_357,"It is not a zero sum game. Increasing expenditure on higher education has knock on impacts elsewhere, including in defence and health.",
Depth5_498,Depth4_357,"Education is a human right. Access to healthcare is too; however, private healthcare exists and is available, while private education is more privileged and exclusive.",
Depth5_499,Depth4_369,People don't know that there is support and people in government don't tell you unless they asked a Pacific question,
Depth5_500,Depth4_369,"under the age of 19, additional means tested support could be funded for apprenticeships to support the families of children taking on board these schemes. Apprenticeships still pay whereas a degree costs. ",
Depth5_501,Depth4_369,It can be difficult for people to obtain the necessary financial support. People do not like having to rely on benefits and funding university feed should be a right.,
Depth5_502,Depth4_369,Everyone must work hard for a degree. It's whether it's reasonable to expect students to work to earn money as well,
Depth5_503,Depth4_369,"True, but some people are disadvantaged solely based on a postcode lottery. For example, London vs Huddlesfield ; the latter has fewer multinational companies investing in the education sector in this area, thus there are fewer opportunities available to the locals there.",
Depth5_504,Depth4_382,That 9% is what some people might have left to live on,
Depth5_505,Depth4_382,No one ever pays back the full fee so what it the purpose of them being so high?,
Depth5_506,Depth4_382,People are scared of debt and of having to pay it back. Earning more money with more responsibility will not come with an appropriate increase in salary as more will need to be repayed on debt.,y
Depth5_507,Depth4_382,"At the age of 18, people may not be able to consider clearly that they may still have a loan to pay off 30 years later",
Depth5_508,Depth4_382,"However, unknown to many, interest is applied on top of student loans. It should be more explicit that this applies as it means students are paying for more than the true value of their education.",
Depth5_509,Depth4_390,How is it fair to penalize someone trying to better themselves,
Depth5_510,Depth4_390,"Again,few people ever pay their debt off so adding interest is pointless",
Depth5_511,Depth4_390,But the numbers involved can be hugh and too much debt to lumber people with. If start with a poorly paid job the debt becomes larger and larger.,y
Depth5_512,Depth4_390,"Compound interest can really rack up over years of being in a low paid work, making moving on more daunting",
Depth5_513,Depth4_390,"Less advantaged students from poorer backgrounds should not be disadvantaged solely due to their poverty. After all, how else will the poverty trap be broken?",
Depth5_514,Depth4_404,Only if your capable of doing the course,
Depth5_515,Depth4_404,"Not everyone needs to access university, many people go for the experience rather than to gain a useful qualification leading to a career. Certain degrees that benefit the tax payer should be subsidised whereas hobby based degrees should be paid for by the student",
Depth5_516,Depth4_404,Everyone pays taxes and those with university education often have better paid job so pay more back in taxes as it is.,
Depth5_517,Depth4_404,Everybody with the ability and desire to go to university should be able to and that benefits even those who do not go,
Depth5_518,Depth4_404,"Some cities are more expensive to live in than others, despite offering a similar level of education. Hence, access to university depends more on location than tax paying by this logic.",
Depth5_519,Depth4_416,It might be small but that might be what a person had to live on till next pay day,
Depth5_520,Depth4_416,"Not everyone does a degree with a specific job in mind. It is down to the individual to plan ahead and consider their career options carefully. The loan percentage is deducted based on salary. The higher the pay, the higher the deduction. ",
Depth5_521,Depth4_416,There is mental pressure if someone can not find a job soon after leaving university with a mounting debt. It may be a small amount of money taken but at a time when people need money to set up in life.,
Depth5_522,Depth4_416,9% of your income is not small and over decades equals for more than the original cost,
Depth5_523,Depth4_416,"The current system, without the help of loans, provides an non-intellect based advantage to the more wealthy. Hence, the argument of being put in a better position only applies to the more well-off primarily.",
Depth5_524,Depth4_364,Yes it should be less or free,
Depth5_525,Depth4_364,NAN,
Depth5_526,Depth4_364,A lot of people can not afford to go to university due to the high fees and reduced maintenance loans and the end of maintenance grants. This can lead to inequality within society and a reduced talent pool in society. ,
Depth5_527,Depth4_364,"Free education shouldn't be limited to the most talented people, everyone should have the opportunity of higher education no matter their background",
Depth5_528,Depth4_364,Nan,
Depth5_529,Depth4_375,I agree with it is only a temporary measure,
Depth5_530,Depth4_375,"Yes, but in the meantime they need to live and maybe even provide for a family, there should be grants available or they should be paid a decent wage.",
Depth5_531,Depth4_375,However for people to get this experience they need the salary in order to afford transport and living costs to their apprenticeships. Without this they cannot gain this fundamental experience. It also creates inequality in the workplace as other members of staff could be earning triple what you earn. This can demotivate those on the apprenticeship pay and made them feel unvalued.,
Depth5_532,Depth4_375,"That's if they get a job from it. They pay less than the cost of living, if they weren't to get a job at the end of it they'll struggle to pay to live and definitely won't have any savings to support themselves until they do get a job.",
Depth5_533,Depth4_375,But it could take 3 years to train by which time the individual may have large debt. Further there may not be any jobs within their field when trained. ,
Depth5_534,Depth4_386,The quicker any debt is paid off the better for all concerned,
Depth5_535,Depth4_386,"Even with higher repayments, the loan is constantly gathering interest and the payments will take a whilst to start paying off the actual loan",
Depth5_536,Depth4_386,Having a 50k student debt is a huge deterrent for those applying for university. Interest on the loans are a lot higher so the loan will just increase further.,
Depth5_537,Depth4_386,"I agree with the loan seeming more insignificant, if they have a high salary, but that will only be a very small percentage of people. It won't happen as soon as someone has graduated ",
Depth5_538,Depth4_386,The loan my provide a better future therefore there should be no rush to pay it back. If the cost out weighs the wage increase it would not be worth the loan. ,
Depth5_539,Depth4_393,We are taxed on practically everything and the government wastes so much of that,
Depth5_540,Depth4_393,Graduates benefit society in that they go into work and start contributing to tax and so the cycle begins again. It's continuously beneficial. ,
Depth5_541,Depth4_393,"However, fees should have never been raised to 9k per year, those in wales pay 3k per year and Scottish residents don’t pay for university. So why should English students have to pay the huge difference.",
Depth5_542,Depth4_393,So why not tax people once they have graduated and landed a well paid job within the industry their degree is related too,
Depth5_543,Depth4_393,"10 years ago education at university level was free and students were given grants not loans. So why should it be different now, the government provided funding then, so why should it be different for this generation.",
Depth5_544,Depth4_405,Loans put a burden on the whole family not just that person with the loan,
Depth5_545,Depth4_405,"But a high number of students go to university with the intention of gaining full time employment or even becoming self employed, not everyone wants to be a doctor, but the world needs everything from event managers to librarians, all of which have dedicated university courses. ",
Depth5_546,Depth4_405,We need increased skills in our society to better our country and life. Such professions like teaching and being a nurse have rather poor salaries in comparison to the demand of their service in society. ,
Depth5_547,Depth4_405,The rest of society won't mind paying a bit more tax if it means there's most well trained doctors and teachers.,
Depth5_548,Depth4_405,But it may give an individual skills that they wouldn’t have got if not attended university. People do not have to be doctors etc to have benefited from university. ,
Depth5_549,Depth4_417,Everyone should be given a choice without worrying if they going to get into financial hardship along the way,
Depth5_550,Depth4_417,"If everyone paid it would cost less overall and as soon as someone goes into full time work, they know they are helping others achieve their dreams. ",
Depth5_551,Depth4_417,Today’s generations are poorer than those of their parents in order to benefit society universities should at least have lower fees into order to attract more students and educate more of the population.,
Depth5_552,Depth4_417,If the tax was spread across everyone it would be a significantly smaller amount per person ,
Depth5_553,Depth4_417,It isn’t fair that for three years while at university students live on little money. Then once they get a job money is taken out of their wages. It isn’t about who wants to study it is more about who can afford to study - discriminating against people who can’t afford to. ,
Depth5_554,Depth4_423,"It may be accessible, but in the long term very costly. There are always options, but not everyone is capable of making use of all options. We need a fair system for everyone.",
Depth5_555,Depth4_423,"Most jobs do not pay high enough in the first place, you have to be pretty high up the ladder to afford the repayments",
Depth5_556,Depth4_423,"This doesn't account for the array of personal situations (class/income/social groups/minorities) who's full contribution potential is lost, not having access to further/higher education, in turn earning and contributing less.",
Depth5_557,Depth4_423,The access to the options to pay for fees that you mention are often limited by a persons life circumstances. Working hard doesnt always mean success its not that easy.,
Depth5_558,Depth4_423,"Higher education means increased skills in jobs, university fees are affecting people’s opportunties to further their skills.",y
Depth5_559,Depth4_433,The loans you speak of are very risky unlike the government loans. There is great risk of bankruptcy when taking certain loans in large amounts.,
Depth5_560,Depth4_433,NAN,
Depth5_561,Depth4_433,"the current policies which currently protect this kind of loan could easily be changed, and might yet if the tories stay in government",
Depth5_562,Depth4_433,Starting out your working life in debt is no way to live!,
Depth5_563,Depth4_433,"Bad credit scores should have no affect on people’s ability to secure a loan, especially if it comes to helping them secure a well paid job.",
Depth5_564,Depth4_440,"We can introduce the same standards here, we can make students here value their education just the same as in Germany.",
Depth5_565,Depth4_440,"I am sure everyone respects their education free or not, and those that don’t finish think long and hard before doing so",
Depth5_566,Depth4_440,"the selection process for students won't change, universities only accept students who have proven they have a passion and will to work. attitudes of successful applicants will respect its meaning, especially because its a chance they would have been denied before",
Depth5_567,Depth4_440,there is nothing to stop that same method of passing being a requisite to continuing the education being implemented here ,
Depth5_568,Depth4_440,"If it meant keeping university fees free, it would also be a good idea here to make sure people are securing the necessary grades to proceed through uni without paying.",
Depth5_569,Depth4_462,There is still a burden on middle to low income earners who have to pay back the loan and it significantly affects their future purchasing power. We must take these people into account (there are many of them).,
Depth5_570,Depth4_462,NAN,
Depth5_571,Depth4_462,"some graduates who graduate and never reach this threshold, a cost to the economy. Free or not, this loss will be less due to the interest on those loans and the cost to infrastructure to serve them",
Depth5_572,Depth4_462,Its is a bizarre system that gives people credit that they will never be able to pay back.,
Depth5_573,Depth4_462,"If it is never going to be paid back at the incredibly high fee it is already at, why not at least reduce it somewhat?",
Depth5_574,Depth4_470,There are very few scholarships about. Suggesting this as a means for the majority of poorer people is simple not reasonable.,
Depth5_575,Depth4_470,Nan,
Depth5_576,Depth4_470,"there are too few scholarship opportunists, leaving some of the brightest minds lest out.",
Depth5_577,Depth4_470,Scholarships are only available in certain subjects and at some universities so the course that can be studied could be significantly affected,
Depth5_578,Depth4_470,"Even with high grades at A levels or college, people still may not secure scholarships. It’s hard to predict that will happen and those who are the main providers should be given fairer loans.",
Depth5_579,Depth4_484,"Although free education would be wasted on some, it should still be available to all if we are to live in a fairer, more equal society.",
Depth5_580,Depth4_484,Nan,
Depth5_581,Depth4_484,There would still be a selection process to ensure people who had the skills and attitude to be there were selected.,
Depth5_582,Depth4_484,If other schools were available your point might be valid but there arent alternative provisions ,
Depth5_583,Depth4_484,"Free education would give everyone a fair opportunity to get a high paid, well-skilled job in an area they have a desire to succeed in. The way it currently is reduces lots of people’s chances to go and try their best in the field that they would love to get a job in.",
Depth5_584,Depth4_426,"People can only achieve what they are able to achieve, a degree is not a ticket to a job. It doesn’t help that interest is still applied during periods of unemployment such as maternity leave or leave for childcare.",
Depth5_585,Depth4_426,There is more pressure because it is important to reduce the debt you obtain through student loans ,
Depth5_586,Depth4_426,it is easier to get a job and slowly pay off te loan,y
Depth5_587,Depth4_426,The interest rates are extortionate with students losing out by simply paying back the interest when they earn enough.,
Depth5_588,Depth4_426,With the large amount borrowed the interest accumulates very quickly and tends to cause the loan to increase,
Depth5_589,Depth4_434,"A degree isn’t a golden ticket, unless you want to be a doctor or something that requires that kind of education. The loan payments are taken from your wages before tax and are proportional to your wages over £15k. In your working life there will be time to pay this off.",
Depth5_590,Depth4_434,So not being able to afford the fee's put those at a disadvantage in finding a job,
Depth5_591,Depth4_434,you can build up your own credit rate,
Depth5_592,Depth4_434,More often than not we see people getting better jobs through other routes but having no fees would definitely promote university culture.,
Depth5_593,Depth4_434,Degrees are not worth what they used to be. Many graduates wind up in low paying jobs unrelated to their job regardless.,
Depth5_594,Depth4_446,The public would not agree to increasing tax or sacrificing other things to increase the amount of money available to provide free education. This way works best but it is not perfect. There are areas such as the vulnerable and the NHS that need money more.,
Depth5_595,Depth4_446,"Student loans barely cover the cost of student accommodation, never mind the cost of living or any disposable income ",
Depth5_596,Depth4_446,i dont think the loan programs make it easier for students,
Depth5_597,Depth4_446,Maybe utilising a better tax system would give us the opportunity to remove university fees.,
Depth5_598,Depth4_446,Maintenance Grant's aren't available anymore. Most students have to get jobs unless they have help from family. Free education would allow students to solely focus on their studies.,
Depth5_599,Depth4_465,No one can predict the future and people will always want to achieve the best they can and this is not always possible. Everything is a risk however they have been given the best possible opportunity.,
Depth5_600,Depth4_465,Therefore there is increased pressure to get a decent job straight after graduation,
Depth5_601,Depth4_465,it is a learning call,
Depth5_602,Depth4_465,"Completely agree, university is not and should not be used as a route to a ‘possibly’ better career, realistically it means nothing now.",
Depth5_603,Depth4_465,Many people can't. Often people wind up getting lower paying jobs unrelated to their degree and the 'grace period' just causes interest to accumulate ,
Depth5_604,Depth4_471,People have to make sacrifices of further education isn’t viable for them then there are options such as the Open University that can be done part time.,
Depth5_605,Depth4_471,It is not fair for a person who has added responsibilities of caring for others to be at a disadvantage and have to pay for something that can be afforded easily by others,
Depth5_606,Depth4_471,it is wrong to make people to take out loans just to get through university,
Depth5_607,Depth4_471,Just because you get a loan does not mean it covers the remaining cost of living and covering your family.,
Depth5_608,Depth4_471,People often dont fully repay the loan anyway. Wouldn't it be easier to abolish fees to make it fair for all people?,
Depth5_609,Depth4_486,There will always be people who will be unhappy it is impossible to find something that works for everybody.,
Depth5_610,Depth4_486,"The same argument could be used for schools - why is that free and University isn't? School is wasted on some people who do not show up/ do not try in exams, yet that is still free",
Depth5_611,Depth4_486,i feel every one should be entitled to education,
Depth5_612,Depth4_486,"Quality will not lower, it is probably more likely to increase with more students and hence more competition.",
Depth5_613,Depth4_486,That's not necessarily true. Gaining a degree takes a lot of time and effort. People unlikely to put in the effort are unlikely to go through it if it's free. Making it free would allow people who see cost as a barrier to gain an education ,
Depth5_614,Depth4_427,Graduates should not be forced to immediately choose a career because they may end up in a job that they do not enjoy or a role with minimal opportunities for advancement. ,
Depth5_615,Depth4_427,The interest rate is high and even paying off a monthly amount from a highly paid job is paying off the interest and not the actual loan itself,
Depth5_616,Depth4_427,But where is the support in finding a job? The fees are too expensive.,
Depth5_617,Depth4_427,"highly paid jobs aren't falling from trees, so a lot of graduates end up taking jobs that won't enough with cost living to pay the loans back.",
Depth5_618,Depth4_427,It causes unnecessary stress to rush and settle down in a high paid career rather than exploring options. A race to earn money rather than pursue and enjoy your job choice. ,
Depth5_619,Depth4_436,Some people are forced into debt due to circumstances beyond their control and a degree has consistently been proven to be a factor that influences lifetime earnings. ,
Depth5_620,Depth4_436,"People usually don't have an opportunity to build credit whilst in school, so basing a student loan on a credit score seems ridiculous",
Depth5_621,Depth4_436,Life isn't cheap you know. People should be given chances.,
Depth5_622,Depth4_436,The cost of living is to high to circumnavigate the loan and the interest on it.,
Depth5_623,Depth4_436,Why create a generation with debt when their career choices are helping the future?,
Depth5_624,Depth4_447,Surely your argument is also a case for the German system? The wider economy should shoulder the burden for higher education because it adds more value to thee system in the long run.,
Depth5_625,Depth4_447,Many students work along side their studies and contribute to the tax system.,
Depth5_626,Depth4_447,Not true. Why can't we follow the rest of Europe? We should treat our young people better..,
Depth5_627,Depth4_447,Which is even more of a reason to remove university fees. We have high taxes here as swell as a high cost of living.,
Depth5_628,Depth4_447,Everybody can easy access the free education allowing more people the opportunity to pursue higher paid careers allowing more people to pay larger amounts of tax. ,
Depth5_629,Depth4_466,Often those higher paying jobs are de facto reserved for students of only the most elite universities. This means that many students who attend less prestigious institutions still end up in low paying jobs.,
Depth5_630,Depth4_466,NAN,
Depth5_631,Depth4_466,Or perhaps scrap university fees totally.,
Depth5_632,Depth4_466,Many Europeans countries have lower taxes which helps and cost of living lower.,
Depth5_633,Depth4_466,"I believe that charging for education is elitist, allowing rich people access to the best education only ensures that wealth is concentrated within their families and allowing them to hoard more wealth in the future. ",
Depth5_634,Depth4_476,"Whilst it may be theoretically possible to send a student to a higher education institution, it is important that this is done in a way that is not detrimental to a person's standard of living. ",
Depth5_635,Depth4_476,"For families relying on the individual to be the main provider, going to university is not the most stable choice, however knowing they do not have the burden of debt to worry about would increase their opportunities to go to university and focus on the work, as well as maybe having a job along side.",
Depth5_636,Depth4_476,But higher education opens doors. We are pressured in society to have degrees to succeed. And at a cost.,
Depth5_637,Depth4_476,There is no job that pays well enough for a person to study and be the main provider.,
Depth5_638,Depth4_476,Student loans only keep people shackled with lifelong debt slavery. Being unable to build personal wealth and invest in a pension ensures that they will be working long into their life and unable to enjoy the production of their career. ,
Depth5_639,Depth4_491,Abolishing university fees would negate the need to treat them differently in the first place. The ability to access higher education should not depend on personal wealth.,
Depth5_640,Depth4_491,"Just because an individual has wealthy parents, does not mean they are wealthy, By looking at a family's circumstance it does not reflect the student's circumstance. ",
Depth5_641,Depth4_491,No it is not. Everyone struggles and should be treated fairly.,
Depth5_642,Depth4_491,"That is known as elitism, where the well off have access to higher education thus giving them a better paying job.",
Depth5_643,Depth4_491,"Every person should be treated as an individual and not as part of a legacy, or discriminated against because of their back ground (whether that be from wealth or poverty). If university is paid from taxes based on income, it ensure that anyone that has prospered from the country pays back into the country subject to their income. ",
Depth5_644,Depth4_492,The thought that possibly in the future the fees will still need to be paid off will put off a lot of students who may not have savings to fund them.,
Depth5_645,Depth4_492,"Why should only better off people have a chance at higher education? Everyone should have equal opportunities, regardless of their wealth",
Depth5_646,Depth4_492,It will still make them feel like they are being judged and it may put some students off of apply for university in the first place,
Depth5_647,Depth4_492,If I took out a mortgage I would expect to be means tested and repay the loan that I had taken out,
Depth5_648,Depth4_492,"Fees should be abolished, if you take in to account the quality of life in sweden where taxes, education and fees are all absolutely less than they are in the UK and they are so much happier it only makes sense we follow suit. Also it is very hard to pay the student loans back putting people off earning over a certain amount.",
Depth5_649,Depth4_504,The investment in providing a good education for people and being able to fulfil gaps in our workforce without relying on other workforces outside our own country would out way a large majority of the cost of funding courses.,y
Depth5_650,Depth4_504,People who get a job straight after leaving school would be better off than people who have spent 3 years working really hard to obtain further knowledge and qualifications,
Depth5_651,Depth4_504,If student fees were abolished then there would be no need for loans so it would take away this pressure on young people,
Depth5_652,Depth4_504,"Not everyone gets access to higher education, so you should pay back the loan",
Depth5_653,Depth4_504,"I agree, students do end up paying back loans their entire lives, this puts people off going to uni in the first place or getting a well paid job once they have finished. If fee's were abolished everyone would be able to attend university without fear ",
Depth5_654,Depth4_517,The level of stress put upon students to work and study is pushing some students to the edge and is therefore having an adverse effect on their mental health and ability to learn.,
Depth5_655,Depth4_517,Why should young people be in debt for most of their life simply for choosing to improve themselves? They are contributing to society as a whole by bringing skills and knowledge gained at university ,
Depth5_656,Depth4_517,They will then be forced to put off their education for a year and they may not bother going to university which means they might miss out on job opportunities later in life,
Depth5_657,Depth4_517,You don’t start paying back until after you get a better paying role,
Depth5_658,Depth4_517,"with the cost of living these days, one years salary will not even make a dent in a student loan",
Depth5_659,Depth4_526,Quality education should be available to all and the opportunity to introduce this type of education into families who have never used this facility should be encouraged for future generations.,
Depth5_660,Depth4_526,Why should only bright students benefit from scholarships? There are also students who may not be deemed ‘the brightest in the class’ but they are eager and willing to learn,
Depth5_661,Depth4_526,But they might not be bright enough for a scholarship but with hard work still achieve excellent grades,
Depth5_662,Depth4_526,Not everything is available to everyone eg mortgages etc ,
Depth5_663,Depth4_526,"but what about your average families, your every day working white families in average areas who may have multiple children and still cannot afford to send all of them to university",
Depth5_664,Depth4_535,"Not all students have the financial or general support to assist with their choice of degree or are aware of the possible consequences of completing the degree, and would not necessarily be aware of scholarship opportunities without the correct support in place.",
Depth5_665,Depth4_535,"I agree that advice should be given before starting a degree so that the student knows their options, but again, you can’t assume they’ll get help from their family, it’s discriminating against poorer families",
Depth5_666,Depth4_535,The family may not be in a financial position to help and they may not qualify for a scholarship ,
Depth5_667,Depth4_535,You can’t always rely on family help,
Depth5_668,Depth4_535,"not every family has the means to support their child attending university, some children come from the care system who have no family ",
Depth5_669,Depth4_544,The worry of outstanding debt and its effect on future financial plans and any changes to the repayment system introduced by future governments could deter many students from applying for an appropriate course .,
Depth5_670,Depth4_544,I still disagree with the repayments! The skills and knowledge these graduated would bring to the economy is far more valuable than the money they’re slowly paying back for many years of their adult life,
Depth5_671,Depth4_544,But the idea of being in a large amount of debt for a long time may put some people off of going to university ,
Depth5_672,Depth4_544,People have the burden of mortgages for the majority of their lives,
Depth5_673,Depth4_544,"there already is a system like that in place currently, we have seen over the years it does not work and peolpe still end up with debt forever",y
Depth5_674,Depth4_496,Everyone has debts no matter what. There should be a better support system in place to avoid that.,
Depth5_675,Depth4_496,"agreed its not beneficial for students to have debts but means testing students, can result in a further inequality divide and students from from high income backgrounds being seen as more likely to repay loans",
Depth5_676,Depth4_496,People shouldn’t be punished for earning more. ,
Depth5_677,Depth4_496,At the end of the day you need to be stable to afford education and any payback should be in assisted,
Depth5_678,Depth4_496,"If some students are paying less towards repaying their loans, then there will be a higher burden on other students and fees may rise to mitigate the difference. Fees should be lower in general so that everyone can afford them. Rather than having some paying more and some paying less.",
Depth5_679,Depth4_496,"Those who earn less should always have better help if they are to achieve similar heights, goals or ambitions to those who begin life supported or with financial safety nets. ",
Depth5_680,Depth4_505,It is still expensive. You get payments taken out of your wage each month and it just doesn't stop.,
Depth5_681,Depth4_505,it could take some time for a graduate to actually be earning more than enough just to match the interest increase of the loan they are repaying,
Depth5_682,Depth4_505,"Rubbish, the interest rate is something ridiculous like 9% and I bet the interest is added daily meaning the actual interest rate is a lot higher",
Depth5_683,Depth4_505,The interest for a education loan should be the same as any other one from bank clients even if they have to pay it back their whole life’s.,
Depth5_684,Depth4_505,"Student loans should not be equated to other bank loans. Education should be an option to everyone in the country and people should not be put off by high interest. University degrees are becoming less valuble every year, i.e. people are not necessarily more employable with a degree or earn more money than if they started working earlier. ",y
Depth5_685,Depth4_505,"It depends whether students are reaching the desired income to completely pay back their student loans. Some students will spend their entire life paying back student loan interest alone, which is unfair. ",
Depth5_686,Depth4_518,"However, apprenticeships are not for everyone. People want to get a degree but can't afford to.",
Depth5_687,Depth4_518,the job opportunities may not even be available for them to balance with their studies,
Depth5_688,Depth4_518,The interest rates are not lower and the government shouldn’t be punishing people who are seeking employment and skills and instead focus on other areas to save money ,
Depth5_689,Depth4_518,There needs to be the pressure as a lot of people go to school then give up after. The pressure is good for paying back,
Depth5_690,Depth4_518,"Although contact time is low, full-time education should be full-time. A lot of time at university should be spent completing work in your own time, e.g. revising for exams, completing assignments, conducting field work, etc. To complete a degree and also have a job reduces the value of the degree. What is the point of doing it in the first place if you are not going to commit to it 100%. It is better for your future employment prospects if you get a higher classification (i.e. first or 2:1), therefore you should give it your all. Also doing a degree and having a job can have a serious detrimenal effect on the mental health of these people.",y
Depth5_691,Depth4_518,"We're spending too much time focusing on universal ideas about who can and can't work around study, and not enough time thinking about how different students can be juggling other commitments which prevent the ability to work including disability and caring. ",
Depth5_692,Depth4_528,Why can't all universities do this? Then we would be in less of a predicament. ,
Depth5_693,Depth4_528,"the grants and loans are not necessarily enough to make ends meet especially in high cost of living areas, where parental support maybe needed ",
Depth5_694,Depth4_528,You could have rich parents so don’t get any maintenance loans but the parents might not give you any money ,
Depth5_695,Depth4_528,That it is unfair for the same education with two different prices,
Depth5_696,Depth4_528,"Even with the extra help, these bursaries often are not enough. The extra grants and loans are often not enough to even cover the cost of living/rent. Also there is a problem with the 'squeezed middle' - those students who are not considered 'poor enough' to receive extra help in the form of grants/bursaries but also do not receive additional support from family. Financial status is judged of the earnings of family/parents, however, this doesn't mean that a student will therefore receive financial support from their parents/family. The basic maintenance loan from the government doesn't even cover the rent for accommodation for most students, so fundamentally students either need a grant/additional loan or family support.",
Depth5_697,Depth4_528,"The grants and loans provided are not sufficient for many people to live on, especially if they face additional financial barriers or are entering university later in life. ",
Depth5_698,Depth4_538,"However, not all schools do this. Not many students are given support, especially in low income backgrounds.",
Depth5_699,Depth4_538,if degrees are what students are using to place themselves for future careers they should be fully aware of where their degree may take them. So they can make a fully informed choice on what field of study would best suit them,
Depth5_700,Depth4_538,"Schools can’t teach everything, the greedy universities need to take some responsibilities ",
Depth5_701,Depth4_538,Everything is given to the younger generation now days so they expect the life so they need to do stuff for themselfs,y
