temp_id,id,id_prev_arg,Argument
276,,,"Students who graduate most of the time donâ€™t even earn or find jobs in their subject that they graduated earning a certain amount does not apply to
Everyone has jobs a very hard to come by "
277,,,"However, repayment does start when earning above a certain threshold. When trying to save for a mortgage, consideration must be taken when looking at gross salary and repayment of fees deduction. "
278,,,payment gets wiped after so many years anyway
279,,,"The fact that they are repaying vast loans, means that they will not have expendable income, that the economy is dependant upon to thrive - the economy is consumer driven: this will only drive would be consumers out of the system. "
280,,,"In essence, the fees are a long term loan that isn't even paid back if a student earns to little, so the taxpayer actually foots the bill, technically subsidising low return degrees."
281,,A6CA8,The expense of affording extortionate rents in university towns means that many of the poorer students are unable to access university.
282,,,"No. This stops the poorer students being unable to go to uni, and if anything they are the ones who should be able to to provide for themselves. "
283,,,Many lower income families (and other families) do not contemplate going to  university as they do not want to be in debt. Also it must be known that there is a problem as this is why universities have things like Partnership schools where pupils from disadvantaged areas/school visit universities in order to encourage those from lower economic backgrounds to attend university.
284,,,The loan system may make a mistake that will cause issues with economic groups saving up to go to university.
285,,,The fees are too big of a barrier to accessibility of the courses
286,,,No loans are not the answer with interest rate going up and earning less even paying a little towards your loan dosent help with being debt free be paying off your loan forever 
287,,,"For some professions it is a necessity to complete a degree, therefore in these circumstances fees should be re-evaluated."
288,,,loan repayments are dependent on your salary and get wiped after so many years
289,,,"No One should be deprived of a university education, no matter their socio-economic status. "
290,,,"As Martin Lewis showed recently, the affordability isn't really that big an issue as students unable to pay the debt have it written off."
291,,A66CA16,Tuition fees are only half the issue; this wouild be better spent enabling the poorer students afford to live whilst learning.
292,,,"I do agree, however why should people be limited to what they can do with their life's depending on their bank balance. "
293,,,"Tuition fees do make things inacessibale as now it is a more considered decision as to whether to attend university and be in debt rather than just attending university, it means that perhaps some subjects are not being studied as if people do not see a profitable career path at the end of the degree it may not be worth sudying the topic. "
294,,,Tuition fees may make things inaccessible and make it harder for people to consider going to university and make their career path very uncertain.
295,,,Education can bring people out of lower economic groups but the fees may put them off certain careers 
296,,,Everyone should have access to any type of education be it primary or higher education everyone should have an equal chance at life 
297,,,"If an individual wishes to become a solicitor or a doctor then university is a must. However, the thought of fees and repayment will deter some."
298,,,Means not everyone will go to university for the sake of it
299,,,"This forces potential students to consider whether they can afford to go to university. This will deprive many people who are capable of achieving great success, simply because they cannot afford it. "
300,,,Nowadays students have the chance to undertake degree apprenticeships so there is more choice but a lower fee would mean an education isn't tied to a job.
301,,A68CA23,Young people should not feel like they have to study after the age of 18.
302,,,FE advice from schools is all well and good but that doesn't cover the huge costs involved for those from poorer backgrounds.
303,,,"It's the job of schools to educate, not to provide jobs. That is the responsibility of the government"
304,,,NAN
305,,,Young people are more than capable of making their own good decisions based on their own personal connections and online resources. It is a waste to spend money on advisors.
306,,,The cost of higher learning reflects the quality. Reducing or deferring the fee makes it less effective
307,,,NAN
308,,,"Schools do not have time to cover the current curriculum, never mind adding extra skills into it.  "
309,,,It should be a choice because 9k might be too much to some students yet it has to be paid back 
310,,,"9k is an exortionate amount, when the fees were previously 3k each the majority of graduates with average incomes were only just paying off their student loan debt, so you are just increasing the amount of government debt that only the very top earners will ever have the chance of paying back before the debt is wiped"
311,,A5CA1,"Good jobs are not always guaranteed after finishing university, espeically not straight away!"
312,,,The fear of the debt burden is often off-putting to people knowing they may be repaying it for so many years. 
313,,,Individuals should not need to go into debt to have a chance in the modern world.
314,,,Fees could be set at a lower amount.
315,,,All student loans achieve is getting young people to be comfortable with debt that they won't be able to pay off. 
316,,,But that education has to be funded somehow otherwise standards will fall. 
317,,,Good jobs are harder and harder to get these days
318,,,"Why should those who contribute back to society such as doctors, nurses and teachers spend years paying back money to contribute to society."
319,,,But then why push it to people should be easier to get 
320,,,"There are so many graduates now that it is difficult to guarantee getting a good job, also the idea of taking on over 30k of debt as it will include living fees if you havenâ€™t identified a job that you want to go into can seem excessive "
321,,A23CA21,You can sometimes earn more in a vocational job role than you can a job that requires a degree
322,,,"Degrees are needed in many essential, but lower paying fields like teaching or nursing.  If students are pushed to take degrees only in higher paying fields these jobs will never be filled."
323,,,Non-stem fields are often more profitable than some stem jobs. It is a gross oversimplification to assume otherwise.
324,,,"The world needs people qualified in all sorts of fields, it should be lower across the board to allow everyone a fair chance when getting a job."
325,,,"This means non-stem students are more likely to never pay off their debts, increasing costs for the government who provide the loans. Courses should be priced at values based on future earning estimates."
326,,,The current repayment structure allows for significant salaries before repayment is triggered. 
327,,,In that case should different courses cost different amounts?
328,,,Everyone should have a choice about what they do.  Years spent in employment that is not enjoyable will do nothing for one's mental health or well being.  
329,,,It doesnâ€™t help students understand sever at all
330,,,The fees should be kept in balance with the job prospects and the contact hours a student holds. Non-stem students do not receive value for money at 9k.
331,,A6CA9,"This increases the gap between the priviledged and the non. By giving scholarships to talented students, this pushes those who are only academic to the top and more creative and hands on workers to the bottom"
332,,,The number of scholarships available are disproportionate to the people needing them.  The ability to improve through education is essential for social mobility.   
333,,,"As technology improves, the opportunity for more people to become technical workers increases. Manual labour is not a fact of life, merely a fact of circumstance."
334,,,EVERYONE has the right to learn at a higher level and the fee is too high and at worst elitist.
335,,,"More than enough houses would still be built. If more young people take on degrees and move away from construction jobs, the demand for construction workers would increase. As demand increases, pay would increase too, enticing more people to become construction workers again. "
336,,,There are plenty of funding options available. Loans can be taken and repaid when a higher salary is earned. 
337,,,Everyone should have the opportunity to further their careers if they so wish.
338,,,This is ignoring students who miss out on scholarship opportunities yet have their heart set on following a certain career path.  You can still build houses with a degree.
339,,,Thereâ€™s a lot of mixed outcomes from graduates and itâ€™s not all good 
340,,,"There are very few scholarships available in the U.K. and often the people who need them the most are unaware of how to access them and do not have the right support. Also cost should not dictate someoneâ€™s prospects, someone should have non degree jobs because that is what they want to go into"
341,,A4CA1,Higher education should not be expected. Young people should be educated more on apprenticeships and other avenues where their university funds are paid for 
342,,,NAN 
343,,,The money that goes to free education does not have to come from taxes. Spending could be cut elsewhere.
344,,,"No not free, but substantially lower than it currently is, opening up higher learning to a wider proportion of the public."
345,,,"It's likely that the same amount of people would take up university education, as the people who would want university education already have fair access to it. Therefore there wouldn't be extra costs to tax payers."
346,,,That's how taxes work though. We all pay for essential services like the police without necessarily using them directly. 
347,,,NAN
348,,,Not everyone has access as the loans that are given are often lower than actually needed due to parental financial situations being considered during the application process.  Some parents cannot or will not subsidise their child's education.  
349,,,Yes free isnâ€™t a great start but jumping to 9k debt isnâ€™t either
350,,,If all taxes were raised to support people going through uni the government would cover the costs better and also there would be more high earners making it possible
351,,A5CA3,There are not always degree courses to suit everyone. What about talented hairdressers or beauty therapists?
352,,,They would need to have the degree to mean more than it does to merit being so much. A lot of people have the dree but cannot do the actual hands on job
353,,,"The interest accrues so quickly as you don't pay your loan back immediately (a very small percentage of jobs have a starting salary of 24k or more). Therefore, it will be years before many post graduates repay their loans years after graduating, meaning they are only ever paying a small amount of interest. "
354,,,"Students are left facing a huge debt and often a â€˜mickey mouseâ€™ degree. Only the graduates with certain types of degrees, the ones more likely to end with a high paid better job should pay larger tuition fees "
355,,,Too many people go to university without any idea why they are going.  Student loans are hardly ever paid back and encourage people who shouldnt be at university to go.
356,,,Many jobs requiring university education have positive social impact but not better pay so society not the individuals should support the training for those jobs.
357,,,Apprenticeships are a good way of receiving further education as well as gaining on the job experience and also earning a wage.  i feel that the current fee of 9k per year is too high and also the payback threshold is too high.  By reducing the fees to eg 6k and reducing the payback accordiningly this could be more self funding. 
358,,,"In my opinion now everyone have acces to education. If someone is smart, it's not a problem to take students loan and pay after that, or get some scholarship"
359,,,"Young people will start their adult lives with a debt, which must be paid. Some people will not go to university just to avoid them."
360,,,But no upfront payment does not refute the fact that it remains as a student loan payable in the future. Many countries in the EU offer free education up to university level. It is only logical that the UK offers free or affordable tuition fees for students. 
361,,,Students might be discouraged due to the steep fee and opt out of higher education.
362,,,"If people are acquiring professional and well-paid jobs from their studies at university, then any fees will not be an issue as they do not have to be paid upfront - they are paid after graduation and alongside tax."
363,,A73CA18,"So many people are applying for post graduate jobs that there is no guarantee of getting a ""good"" job after university anyway"
364,,,Never having the correct employment to pay back debt as there are no jobs
365,,,"Not all degrees guarantee a good job. For example, I graduated with a Law degree, and the average starting salary in my area is 15 - 20k per annum for a recently qualified graduate. This means that I will not be paying my loan back for a while, (until I receive a pay rise or return to university to complete the necessary post graduate degree to further one's career in law). It is therefore inevatble that I will be repaying the debt for a very long time. "
366,,,It depends on what the degree is. Some graduates are faced without many options but a lower paid job and therefore wouldnâ€™t get to pay the debt back as they would like to
367,,,"Not true,  you only pay it back once you earn over a certain amount.   If you dont reach that amount then you never pay it back.  Hence the country will be left with loads of debt."
368,,,Many jobs which require university education offer societal benefit but not increased pay so they may not have that resource.
369,,,Not all students finish up in a well paid job.  By reducing the fees and lowering the payback the scheme could be more self funding. 
370,,,"After uni students should get better paid job, so they will not have any problem with paying back loan"
371,,,"No university degree will guarantee a student high paying job. It depends on all sorts of other factors, like health condition, family situation, accomodation circumstances etc"
372,,,"A university degree does not guarantee a high paying job. Many careers require years of experience in below living wage before progressing to a pay-level that is suitable for loan repayment. Likewise, inflation and interest will make it difficult for loan takers to repay their loans as the loan increases in value over time.  "
373,,,"The students may shift their focus towards part-time jobs instead of education and it may result in lower grades, Also, students will have their own expenses to deal with before they can pay debt."
374,,,"Not necessarily - not everyone gets a good job straight after university, and those who had to take out private loans as their student loan didn't cover them will need to pay that money back fast. They can get into very serious financial trouble."
375,,A17CA4,What systems are in place? Even if there are bursaries available this stops as soon as you finish uni and job offers may not come in quickly
376,,,If you get a job you you either dont earn enough to pay back all the loan amd will be in debt for your whole life
377,,,What is the point in them being so high as a small percentage of it will be paid back. They might as well return to 3k and be paid back in full. 
378,,,It will need to be repaid eventually though. 
379,,,As soon as you start earning you should be paying back your debt.  If you cant afford to pay for the course then dont go.
380,,,Many students from deprived backgrounds can be discouraged from applying by the perception of a debt which will disadvantage them when seeking mortgages later in life.
381,,,Lower the fees to a more attainable repayment scheme.  A 3 or 4 year degree would saddle the student with an unrealistic debt and not help them on the property ladder.  By reducing fees and lowering the payback limit more money could be put back into universities making them self funding. 
382,,,"Students loan is very elastic, agreements can be long-time, so students shouldn't have any problems with paying back."
383,,,"But surely, these systems come with conditions and criteria which must be met. Not every situation, the student can get into, can be covered by external funding."
384,,,"The system has recently abolished the grant scheme aimed at struggling students. In a similar vein, return rate on student loans results in incremental loans for an infinite time horizon making it almost impossible to repay back through a wage job. "
385,,,"The cost of living is high as it is and more the time it takes them to repay their loans, higher will be the interest rates."
386,,,Those systems are only in place to help the very neediest of students - individuals will have to get themselves into a place of extreme financial hardship before they are assisted. These measures should be preventative rather than countermeasures.
387,,A6CA10,The government should be encouraging the less privaledged student to attend university but dropping the fees and therefore giving everyone an equal oppourtunity
388,,,Yes I agree that it will be costing the government but there is no other way of affording the fees unless ou come from a well off family
389,,,The eligibility for support loans at university has very narrow criteria. Not everyone has access to this support therefore won't have access to a university education as they cannot afford it. 
390,,,Once again it completely depends on what the degree is in and whether it will end in a decent job 
391,,,"9k is not enough,  when you consider the amount of knowledge and the earning potential you will get at the end of it"
392,,,the help is offered in the form of a loan which disadvantages them in later life and the benefits of education to the economy and society outweigh the cost of the degree to the government
393,,,Why should the tax payer have to pay for the privileged few to gain an education.  At the moment it is very elitist - if you can afford an education good luck to you but if you cannot afford it tough.  by reducing fees and lowering repayment more money could be generated reducing the elitist aspect. 
394,,,Achieving degree should be worthless. And there is always money related to that after all
395,,,"That's right, but isn't it the government's aim and purpose- to raise highly educated society. The system must provide for the people, who will take care of this system. And if the government wants capable, intelligent, highly educated people to work in the country, then it must help to educate these people first."
396,,,The cost of a degree is much less than 9K if the graduates of health and allied health degrees are considered. The cost of producing competent graduates who reduce the cost of hiring expat will dramatically decrease the costs paid by the government to run its operations especially in the NHS. 
397,,,The underpriviledged have to struggle more before then can stand on their own feet for something that is a basic right 
398,,,That's what student loans and bursaries are for. Tuition fees are paid after graduation and so are not an issue.
399,,A4CA5,Why should only the economic status of a person entitle them to a scholarship?
400,,,The criteria for scholarships are very high with lots applying and lots missing out. Some who are more hard working deserve them more but dont fit certain criteria
401,,,Not all poor student receive scholarships. 
402,,,And how many are there? How easy are they to come across?
403,,,"You shouldnt get something for nothing.  In life you have to earn things, why should poor people get better advantages that people who are not poor."
404,,,There are very limited scholarships and an unrepresentative population in universities will lead to unrepresentative people in power later in life.
405,,,What an elitist argument.  Who is to say who are poor people.  Why should tax payers have to fund anybodys education.  
406,,,"Access to education isn't restricted right now, and fees are showing value of education"
407,,,There is always a competion between students who want a scholarship. Demand is bigger than the offer.
408,,,"Disadvantaged students should not be confined to their achievements or grades. The nature of the disadvantage does not change based on their academic achievement; if a student is struggling financially, they are less likely to be high achievers. Therefore, high achieving disadvantaged students are a minority within a minority. "
409,,,The students will also have to work part-time and study which may impact their performance
410,,,There's also student loans and grants for everyone - students from underprivileged backgrounds get plenty of money to live on.
411,,A5CA15,University qualifications do not lead to guaranteed better jobs.
412,,,Less foreign doctors less immigrants taking jobs our children should be doing 
413,,,But there need to be enough of the 'better' jobs as there are not enough of them or that you need to do further university to gain these jobs which is a lot more than 9k
414,,,if better eductation gives thame a better job then thats when they should have to start paying the loan back but if they are poor the government should help
415,,,"Free education will lead for better social life, as everybody will get the chance to gain the high education. "
416,,,"If you have to pay for something, I'm pretty sure that you gonna use that wisely in future - because it's your capital. Your money and your time."
417,,,Better education is universally accessible. Expense creates unequal opportunity. 
418,,,People cant afford to get the education they desire
419,,,Their should be no fees at all
420,,,"It can be good and free, people who cant afford education would like to perform better jobs too, they just do not have an opportunity"
421,,,Better education does not directly correlate to better performance. You also aren't likely to receive a better education by paying more if there are no standards for the educational quality. 
422,,A73CA21,"Cherry picking students doesnâ€™t offer education for all and access to specialities to a wide range of people, "
423,,,You can not earn and save in this life time itâ€™s hard to get by as it is once you start earning you are stuck in the cycle of paying bills working and waiting for the next pay day
424,,,"Scholoarships are very sought after with many applying and it is luck and if the face fits criteria. How realistically could you save up the money and still afford living - food, housing etc(not a social life!)"
425,,,how is a student ment to save the funds first where are they going to find the money when they are a student
426,,,"Its any way very difficult to start a life after the university, most of the salary will go on the fee"
427,,,"Besides that if someone want to achieve goal - will do, eveny if it will cost that person a lot of money at the start."
428,,,"There are very limited scholarships, to limit lower economic students to being restricted means that the potential of our youth isn't being accessed to its fullness."
429,,,If you have to have a job and go to leactures when do you have time to do assignments 
430,,,Fees should be stopped. People dont want to go into further eduction with the worry of being in debt for years after.
431,,,Scholarship is a competition and they can be very random
432,,,"A student may not find their 'stride' until they are within higher education, barring them from scholarship opportunities. Why should a student from less fortunate means have to 'prove' themselves by saving money elsewhere before considering an opportunity to apply and realistically receive the same quality? That's inequality. "
433,,A17CA15,Education is fully funded up until 18 / Serious thought should be given to weigh up the pros and cons of further education by each individual.
434,,,But eventually it will and I know of a lot of students who donâ€™t have jobs to pay it back because there isnâ€™t much around especially in small towns pay is low 
435,,,Just because it doesnt need repaid immediately doesnt mean it is a good thing - you will end up in debt for the rest of your life if you cant get a job with a very good wage
436,,,if the loan is not needed to be repaid immediately and only when they have a well paod job this is better
437,,,Agree
438,,,"But when they will start proper job after uni, they will get much better money. Students loan shouldn't be obstacle"
439,,,The weight of the loan is undeniable and once you begin earning above a certain amount you need to begin paying it back despite external pressures
440,,,Having to repay loans and work and all course work is too much to expect of anyone then when qualified having to work and pay loans off when have houde bills etc its manic and bound to send mental health into everyone 
441,,,People may be worried about what their future changes in income are like. Things might change. People might lose jobs. And then not have the funding to repay back 
442,,,A loan is a loan and add to that is interest fee
443,,,There are other countries in which the cost of education is subsidized by higher tax rates. Coincidentally a lot of these countries also have higher rated education quality. There are ways provide affordable education without it being a crushing burden on the student. 
444,,A6CA14,University attendance is for students to specialise in a field. 
445,,,Itâ€™s impossible to learn earn and live you have to make a choice and sadly children these days can not see a way out unless they get a job and help from parents who barely earn enough themselves 
446,,,But there are no jobs at the end of it that doesnt mean either moving to another country which is what a small number of the graduates in my course had to do to get a job or go on to do a PhD with would be higher than the 9k
447,,,The sector has to be funded by the government and people need to value a university education.
448,,,"Yes thats true, people need to value the education, but maybe the fee could be lower? So more young people will the opportunity for their dream"
449,,,Students should think about loan as investment - in their own future. And they will appreciate that with time
450,,,The loan doesn't cover living or travel expenses and students often end up taking out other loans.
451,,,Having to fund an education is wrong as it puts to much pressure on people when trying to.learn and better themselves 
452,,,Maybe if the government cared more about the smaller people the correct use for tax payers money will be funded to good use. Rather than boycotting the amount charged for one person to make their lives bettered in education
453,,,"There are many other ways to fund the sector, the fees are just too high and sound scary for many"
454,,,Keeping a prospective student out of the system by placing them into a huge debt further enforces the idea that someone from less fortunate means is destined to be stuck within their 'class'. It can be argued that having a financial burden is a significant disadvantage to a student that only needs to focus on their studies. 
455,,A4CA6,"University education is a privilege, not a right. "
456,,,Not fair of someone wants to learn they should be encouraged as best as possible 
457,,,A lot of the population today would probably meet the criteria as there are not many who can afford it
458,,,I feel a critria is needed and concessions given to the people who cant afford it
459,,,No argument
460,,,"If everyone will have access to everything, level of education will dropped - because education system will need adjust to level of students."
461,,,Everyone no matter what their ability should have the option to follow all educational paths.  
462,,,When someone has gone as far with education as possible and.get a full time job maybe theu could then pay a certain amount to there university 
463,,,If their applying for university chances are they already meet the qualifying criteria in achieving their grades through college. 
464,,,"are we talking about more and more again tests? A lot of high school student are told they are not good enough for the university, so do not even have an opportunity to try, everything is set"
465,,,"The same should be applied to someone who is financially able to afford it to raise the quality and stature of the degree itself. You devalue the quality of a degree if the barrier for entry is ""Who can pay the most?"""
466,,A73CA23,It’s not ideal starting your post-education life with a long-term debt hanging over you
467,,,It should be government funded we need to encourage our own countries children to strive to be the best and less employment from abroad doctors etc
468,,,"Yes, it can be done like that, but again, why people who is earning over a certain level have to pay the fee, but people over this level - no. Is a bit unfair. "
469,,,People need to take responsibility for their choices - so buy choosing to undertake a degree there is a moral & financial responsibility to repay the investment that the country has put into you by covering the fees in advance; & there must be accountability for those who don't.
470,,,The fee should be repayable by all as it is unfair on the taxpayer to fund the shortfall.
471,,,Having a highly educated workforce will contribute far more to the economy and pay off multiple times over the government tuition expense.
472,,,When you are going to university you shouldn't need to pay as the children they are teaching will become the new important people.
473,,,"This still discourages some students, particularly those from backgrounds who do not want any form of debt. The interest rates also keep rising."
474,,,Student loans should be treated as loans to be taken seriously by students. The US’s student loans affect credit score and as a result the US has a higher repayment rate. 
475,,,"Well, it doesn't in the UK but the interest rates are quite high and force the student to find a job as fast as possible after graduating, otherwise he/she accumulates more and more interest "
476,,A9CA3,It’s demeaning having to apply for help in order to be at a level playing field in education with those from more affluent backgrounds
477,,,Life is hard right now for Everyone and everything so costs out people off extra learning 
478,,,"But not for those who already got a high education and wants to get a second, as they found that it not what they wanted to do(did a wrong choice)."
479,,,"People from less priviledged backgrounds are significantly disadvantaged already & it is morally reprehensible of society to reaffirm this disadvantage, throughout most of their lives, with debt for those who are trying to better themselves."
480,,,Although there are finance options the amount loaned is often based on parental income not on what they can afford to help subsidise. 
481,,,Not everyone is guarenteed a scholarships and loans will have to be repayed some with excessive interest fees.
482,,,There might be someone bright and super smart but they could be poor
483,,,Those other options still maintain social injustice and could contribute to increased insurances of imposter syndrome which could in turn even negatively impact student achievement.
484,,,Scholarships are mostly reserved for international student and most bursaries do not cover tuition fees or are based on academic performance
485,,,scholarships are highly selective and often do not cover the whole cost of the degree. loans are only for the tuition fees - if the student moves into another city he/she also needs to pay for rent etc.
486,,A4CA8,"Poorer students should be supported full stop, not just offered credit which they will have to pay back later in life"
487,,,That encourages them to not go for a higher paid job
488,,,No argument...
489,,,But what this is doing is to further penalise those with the least financial backing with them for the a significant amount of their lives - further worsening issue like getting onto the housing market.
490,,,"However, they still owe the money and therefore start their working life in debt. "
491,,,That's still money that you will have to pay back for a long period of time which could've been spent elsewhere
492,,,It would just be unfair on other people who have put in more effort in studies than the people who can afford it but hasn't put in any effort in studies.
493,,,"In which case the loans as they are, are currently not going to be paid back fully anyway. Why keep contributing to this broken system?"
494,,,The loan system has scrapped income-based grants for poorer students with higher day-to-day expenses making it almost impossible for them to survive without taking twice as much in loans as their counterparts
495,,,"no, you pay it back after a certain salary which is basically if you earn more than the very basic income. Interest rates are high too"
496,,A4CA13,Those skillsets are then therefore only readily available to those who can afford to pay for it
497,,,The government should invest therefor saving money else where long term less poverty housing benefits 
498,,,Don’t know what to say
499,,,"Society as a whole benefits from having a well trained workforce - be that through tax payments, making the country more attractive for employees, fulfilling social roles (eg Drs & nurses) - &, in the same way that the county invests in transport links & subsidies/grants for companies, people should also be seen as an investment."
500,,,"If you don't want to pay to develop your skills then find another career, it is unfair to expect taxpayers to train you."
501,,,The money provided by jobs employing that skill set could repay that spent money many times over
502,,,The parents might not think its not worth it
503,,,It is not fair to prevent someone from enveloping their skillset when their potential could bring untold benefit to society.
504,,,The opportunity of education should not be limited based on fees. Education should be an option that is available for all regardless of their career path or choice. 
505,,,Yes but what if a student wants to become someone whos profession requires a university degree?
