arg_id,prev_arg_id,Argument,Concern1,Concern2,Concern3,Concern4,Concern5
Depth5_486,Depth4_403,but if you make the education free the people who get the grades but are put off by the price may decide to go to university and persue the degrees that may increase their chance of getting into a trained career instead of a lower paid job .,free,job,career,,
Depth5_488,Depth4_403,a large proportion of people will never need to use the nhs or police to the level they have paid in taxed for them but are still happy to pay as it 's benefits society as well as the individual .,society,,,,
Depth5_489,Depth4_412,"you would not be able to live , should you study full time , work full time but get all your money taken back in tax for something that helped get them where they are today",tax,,,,
Depth5_490,Depth4_412,loans still rack up significant interest and is still stressful to have even if you do not earn enough to pay them off . they are constantly there .,interest,loan,,,
Depth5_492,Depth4_412,i think if people really understood the financial ramifications there would be significantly less people from poorer backgrounds going to university .,background,,,,
Depth5_495,Depth4_357,"although i do agree the money would be better spent elsewhere , for key subjects that would support the economy should be free from tuition fees e.g engineering , education , nursing , medicine",free,,,,
Depth5_498,Depth4_357,"education is a human right . access to healthcare is too ; however , private healthcare exists and is available , while private education is more privileged and exclusive .",access,,,,
Depth5_499,Depth4_369,people do n't know that there is support and people in government do n't tell you unless they asked a pacific question,government,,,,
Depth5_500,Depth4_369,"under the age of 19 , additional means tested support could be funded for apprenticeships to support the families of children taking on board these schemes . apprenticeships still pay whereas a degree costs .",family,,,,
Depth5_508,Depth4_382,"however , unknown to many , interest is applied on top of student loans . it should be more explicit that this applies as it means students are paying for more than the true value of their education .",interest,loan,,,
Depth5_512,Depth4_390,"compound interest can really rack up over years of being in a low paid work , making moving on more daunting",interest,,,,
Depth5_513,Depth4_390,"less advantaged students from poorer backgrounds should not be disadvantaged solely due to their poverty . after all , how else will the poverty trap be broken ?",background,,,,
Depth5_515,Depth4_404,"not everyone needs to access university , many people go for the experience rather than to gain a useful qualification leading to a career . certain degrees that benefit the tax payer should be subsidised whereas hobby based degrees should be paid for by the student",access,career,tax,,
Depth5_516,Depth4_404,everyone pays taxes and those with university education often have better paid job so pay more back in taxes as it is .,job,tax,,,
Depth5_518,Depth4_404,"some cities are more expensive to live in than others , despite offering a similar level of education . hence , access to university depends more on location than tax paying by this logic .",access,tax,,,
Depth5_520,Depth4_416,"not everyone does a degree with a specific job in mind . it is down to the individual to plan ahead and consider their career options carefully . the loan percentage is deducted based on salary . the higher the pay , the higher the deduction .",loan,career,job,,
Depth5_521,Depth4_416,there is mental pressure if someone can not find a job soon after leaving university with a mounting debt . it may be a small amount of money taken but at a time when people need money to set up in life .,job,debt,,,
Depth5_523,Depth4_416,"the current system , without the help of loans , provides an non-intellect based advantage to the more wealthy . hence , the argument of being put in a better position only applies to the more well-off primarily .",loan,,,,
Depth5_526,Depth4_364,a lot of people can not afford to go to university due to the high fees and reduced maintenance loans and the end of maintenance grants . this can lead to inequality within society and a reduced talent pool in society .,loan,afford,society,,
Depth5_527,Depth4_364,"free education should n't be limited to the most talented people , everyone should have the opportunity of higher education no matter their background",free,background,,,
Depth5_530,Depth4_375,"yes , but in the meantime they need to live and maybe even provide for a family , there should be grants available or they should be paid a decent wage .",family,,,,
Depth5_535,Depth4_386,"even with higher repayments , the loan is constantly gathering interest and the payments will take a whilst to start paying off the actual loan",interest,loan,,,
Depth5_536,Depth4_386,having a 50k student debt is a huge deterrent for those applying for university . interest on the loans are a lot higher so the loan will just increase further .,interest,loan,debt,,
Depth5_537,Depth4_386,"i agree with the loan seeming more insignificant , if they have a high salary , but that will only be a very small percentage of people . it wo n't happen as soon as someone has graduated",loan,,,,
Depth5_542,Depth4_393,so why not tax people once they have graduated and landed a well paid job within the industry their degree is related too,job,tax,,,
Depth5_543,Depth4_393,"10 years ago education at university level was free and students were given grants not loans . so why should it be different now , the government provided funding then , so why should it be different for this generation .",loan,free,government,,
Depth5_546,Depth4_405,we need increased skills in our society to better our country and life . such professions like teaching and being a nurse have rather poor salaries in comparison to the demand of their service in society .,society,,,,
Depth5_551,Depth4_417,today's generations are poorer than those of their parents in order to benefit society universities should at least have lower fees into order to attract more students and educate more of the population .,society,,,,
Depth5_552,Depth4_417,if the tax was spread across everyone it would be a significantly smaller amount per person,tax,,,,
Depth5_556,Depth4_423,"this does n't account for the array of personal situations ( class/income/social groups/minorities ) who 's full contribution potential is lost , not having access to further/higher education , in turn earning and contributing less .",access,,,,
Depth5_557,Depth4_423,the access to the options to pay for fees that you mention are often limited by a persons life circumstances . working hard doesnt always mean success its not that easy .,access,,,,
Depth5_559,Depth4_433,the loans you speak of are very risky unlike the government loans . there is great risk of bankruptcy when taking certain loans in large amounts .,loan,government,,,
Depth5_561,Depth4_433,"the current policies which currently protect this kind of loan could easily be changed , and might yet if the tories stay in government",loan,government,,,
Depth5_563,Depth4_433,"bad credit scores should have no affect on people's ability to secure a loan , especially if it comes to helping them secure a well paid job .",loan,job,,,
Depth5_565,Depth4_440,"i am sure everyone respects their education free or not , and those that don't finish think long and hard before doing so",free,,,,
Depth5_568,Depth4_440,"if it meant keeping university fees free , it would also be a good idea here to make sure people are securing the necessary grades to proceed through uni without paying .",free,,,,
Depth5_569,Depth4_462,there is still a burden on middle to low income earners who have to pay back the loan and it significantly affects their future purchasing power . we must take these people into account ( there are many of them ) .,loan,,,,
Depth5_571,Depth4_462,"some graduates who graduate and never reach this threshold , a cost to the economy . free or not , this loss will be less due to the interest on those loans and the cost to infrastructure to serve them",interest,loan,free,,
Depth5_574,Depth4_470,there are very few scholarships about . suggesting this as a means for the majority of poorer people is simple not reasonable .,scholarship,,,,
Depth5_577,Depth4_470,scholarships are only available in certain subjects and at some universities so the course that can be studied could be significantly affected,scholarship,,,,
Depth5_578,Depth4_470,"even with high grades at a levels or college , people still may not secure scholarships . it's hard to predict that will happen and those who are the main providers should be given fairer loans .",loan,scholarship,,,
Depth5_579,Depth4_484,"although free education would be wasted on some , it should still be available to all if we are to live in a fairer , more equal society .",society,free,,,
Depth5_584,Depth4_426,"people can only achieve what they are able to achieve , a degree is not a ticket to a job . it doesn't help that interest is still applied during periods of unemployment such as maternity leave or leave for childcare .",interest,job,,,
Depth5_585,Depth4_426,there is more pressure because it is important to reduce the debt you obtain through student loans,loan,debt,,,
Depth5_588,Depth4_426,with the large amount borrowed the interest accumulates very quickly and tends to cause the loan to increase,interest,loan,,,
Depth5_590,Depth4_434,so not being able to afford the fee 's put those at a disadvantage in finding a job,afford,job,,,
Depth5_592,Depth4_434,more often than not we see people getting better jobs through other routes but having no fees would definitely promote university culture .,job,,,,
Depth5_593,Depth4_434,degrees are not worth what they used to be . many graduates wind up in low paying jobs unrelated to their job regardless .,job,,,,
Depth5_594,Depth4_446,the public would not agree to increasing tax or sacrificing other things to increase the amount of money available to provide free education . this way works best but it is not perfect . there are areas such as the vulnerable and the nhs that need money more .,free,tax,,,
Depth5_595,Depth4_446,"student loans barely cover the cost of student accommodation , never mind the cost of living or any disposable income",loan,,,,
Depth5_598,Depth4_446,maintenance grant 's are n't available anymore . most students have to get jobs unless they have help from family . free education would allow students to solely focus on their studies .,family,free,job,,
Depth5_602,Depth4_465,"completely agree , university is not and should not be used as a route to a possibly better career , realistically it means nothing now .",career,,,,
Depth5_603,Depth4_465,many people ca n't . often people wind up getting lower paying jobs unrelated to their degree and the 'grace period ' just causes interest to accumulate,interest,job,,,
Depth5_606,Depth4_471,it is wrong to make people to take out loans just to get through university,loan,,,,
Depth5_607,Depth4_471,just because you get a loan does not mean it covers the remaining cost of living and covering your family .,family,loan,,,
Depth5_608,Depth4_471,people often dont fully repay the loan anyway . would n't it be easier to abolish fees to make it fair for all people ?,loan,,,,
Depth5_610,Depth4_486,"the same argument could be used for schools - why is that free and university is n't ? school is wasted on some people who do not show up/ do not try in exams , yet that is still free",free,,,,
Depth5_613,Depth4_486,that 's not necessarily true . gaining a degree takes a lot of time and effort . people unlikely to put in the effort are unlikely to go through it if it 's free . making it free would allow people who see cost as a barrier to gain an education,free,,,,
Depth5_615,Depth4_427,the interest rate is high and even paying off a monthly amount from a highly paid job is paying off the interest and not the actual loan itself,interest,loan,job,,
Depth5_617,Depth4_427,"highly paid jobs are n't falling from trees , so a lot of graduates end up taking jobs that wo n't enough with cost living to pay the loans back .",loan,job,,,
Depth5_618,Depth4_427,it causes unnecessary stress to rush and settle down in a high paid career rather than exploring options . a race to earn money rather than pursue and enjoy your job choice .,career,job,,,
Depth5_619,Depth4_436,some people are forced into debt due to circumstances beyond their control and a degree has consistently been proven to be a factor that influences lifetime earnings .,debt,,,,
Depth5_620,Depth4_436,"people usually do n't have an opportunity to build credit whilst in school , so basing a student loan on a credit score seems ridiculous",loan,,,,
Depth5_622,Depth4_436,the cost of living is to high to circumnavigate the loan and the interest on it .,interest,loan,,,
Depth5_627,Depth4_447,which is even more of a reason to remove university fees . we have high taxes here as swell as a high cost of living .,tax,,,,
Depth5_628,Depth4_447,everybody can easy access the free education allowing more people the opportunity to pursue higher paid careers allowing more people to pay larger amounts of tax .,free,access,career,tax,
Depth5_629,Depth4_466,often those higher paying jobs are de facto reserved for students of only the most elite universities . this means that many students who attend less prestigious institutions still end up in low paying jobs .,job,,,,
Depth5_633,Depth4_466,"i believe that charging for education is elitist , allowing rich people access to the best education only ensures that wealth is concentrated within their families and allowing them to hoard more wealth in the future .",family,access,,,
Depth5_636,Depth4_476,but higher education opens doors . we are pressured in society to have degrees to succeed . and at a cost .,society,,,,
Depth5_637,Depth4_476,there is no job that pays well enough for a person to study and be the main provider .,job,,,,
Depth5_638,Depth4_476,student loans only keep people shackled with lifelong debt slavery . being unable to build personal wealth and invest in a pension ensures that they will be working long into their life and unable to enjoy the production of their career .,loan,career,debt,,
Depth5_639,Depth4_491,abolishing university fees would negate the need to treat them differently in the first place . the ability to access higher education should not depend on personal wealth .,access,,,,
Depth5_640,Depth4_491,"just because an individual has wealthy parents , does not mean they are wealthy , by looking at a family 's circumstance it does not reflect the student 's circumstance .",family,,,,
Depth5_642,Depth4_491,"that is known as elitism , where the well off have access to higher education thus giving them a better paying job .",access,job,,,
Depth5_647,Depth4_492,if i took out a mortgage i would expect to be means tested and repay the loan that i had taken out,loan,,,,
Depth5_650,Depth4_504,people who get a job straight after leaving school would be better off than people who have spent 3 years working really hard to obtain further knowledge and qualifications,job,,,,
Depth5_651,Depth4_504,if student fees were abolished then there would be no need for loans so it would take away this pressure on young people,loan,,,,
Depth5_653,Depth4_504,"i agree , students do end up paying back loans their entire lives , this puts people off going to uni in the first place or getting a well paid job once they have finished . if fee 's were abolished everyone would be able to attend university without fear",loan,job,,,
Depth5_655,Depth4_517,why should young people be in debt for most of their life simply for choosing to improve themselves ? they are contributing to society as a whole by bringing skills and knowledge gained at university,society,debt,,,
Depth5_656,Depth4_517,they will then be forced to put off their education for a year and they may not bother going to university which means they might miss out on job opportunities later in life,job,,,,
Depth5_658,Depth4_517,"with the cost of living these days , one years salary will not even make a dent in a student loan",loan,,,,
Depth5_660,Depth4_526,why should only bright students benefit from scholarships ? there are also students who may not be deemed the brightest in the class' but they are eager and willing to learn,scholarship,,,,
Depth5_661,Depth4_526,but they might not be bright enough for a scholarship but with hard work still achieve excellent grades,scholarship,,,,
Depth5_663,Depth4_526,"but what about your average families , your every day working white families in average areas who may have multiple children and still can not afford to send all of them to university",family,afford,,,
Depth5_665,Depth4_535,"i agree that advice should be given before starting a degree so that the student knows their options , but again , you can't assume they'll get help from their family , it's discriminating against poorer families",family,,,,
Depth5_666,Depth4_535,the family may not be in a financial position to help and they may not qualify for a scholarship,family,scholarship,,,
Depth5_668,Depth4_535,"not every family has the means to support their child attending university , some children come from the care system who have no family",family,,,,
Depth5_671,Depth4_544,but the idea of being in a large amount of debt for a long time may put some people off of going to university,debt,,,,
Depth5_674,Depth4_496,everyone has debts no matter what . there should be a better support system in place to avoid that .,debt,,,,
Depth5_675,Depth4_496,"agreed its not beneficial for students to have debts but means testing students , can result in a further inequality divide and students from from high income backgrounds being seen as more likely to repay loans",loan,debt,background,,
Depth5_677,Depth4_496,at the end of the day you need to be stable to afford education and any payback should be in assisted,afford,,,,
Depth5_678,Depth4_496,"if some students are paying less towards repaying their loans , then there will be a higher burden on other students and fees may rise to mitigate the difference . fees should be lower in general so that everyone can afford them . rather than having some paying more and some paying less .",loan,afford,,,
Depth5_681,Depth4_505,it could take some time for a graduate to actually be earning more than enough just to match the interest increase of the loan they are repaying,interest,loan,,,
Depth5_682,Depth4_505,"rubbish , the interest rate is something ridiculous like 9 % and i bet the interest is added daily meaning the actual interest rate is a lot higher",interest,,,,
Depth5_683,Depth4_505,the interest for a education loan should be the same as any other one from bank clients even if they have to pay it back their whole life's .,interest,loan,,,
Depth5_685,Depth4_505,"it depends whether students are reaching the desired income to completely pay back their student loans . some students will spend their entire life paying back student loan interest alone , which is unfair .",interest,loan,,,
Depth5_686,Depth4_518,"however , apprenticeships are not for everyone . people want to get a degree but ca n't afford to .",afford,,,,
Depth5_687,Depth4_518,the job opportunities may not even be available for them to balance with their studies,job,,,,
Depth5_688,Depth4_518,the interest rates are not lower and the government shouldn't be punishing people who are seeking employment and skills and instead focus on other areas to save money,interest,government,,,
Depth5_693,Depth4_528,"the grants and loans are not necessarily enough to make ends meet especially in high cost of living areas , where parental support maybe needed",loan,,,,
Depth5_694,Depth4_528,you could have rich parents so don't get any maintenance loans but the parents might not give you any money,loan,,,,
Depth5_697,Depth4_528,"the grants and loans provided are not sufficient for many people to live on , especially if they face additional financial barriers or are entering university later in life .",loan,,,,
Depth5_698,Depth4_538,"however , not all schools do this . not many students are given support , especially in low income backgrounds .",background,,,,
Depth5_699,Depth4_538,if degrees are what students are using to place themselves for future careers they should be fully aware of where their degree may take them . so they can make a fully informed choice on what field of study would best suit them,career,,,,
Depth5_703,Depth4_538,"students should be told about all career options throughout education , but also university should be accessible and affordable for people from all backgrounds .",career,background,,,
Depth5_707,Depth4_545,they shouldn't go into higher education if they don't understand the money side . they need to afford the bill at the end of the day as they are given a service ( education ),afford,,,,
Depth5_708,Depth4_545,it is unfair for anyone to have a significant debt hanging over their head for a long time for completing an education that i believe everybody is entitled to . there are many reasons people might be in a financial situation that means they can not pay the loan back,loan,debt,,,
Depth5_710,Depth4_500,i do n't think it is manageable at all . it basically hangs over your head forever whilst you struggle to pay taxes .,tax,,,,
Depth5_712,Depth4_500,affordable ' is a very subjective term ; some people will not find it affordable . the fact that loans can be written off after a certain amount of time may put people off seeking higher-paid employment .,loan,,,,
Depth5_714,Depth4_500,"university fees may discourage those who have no means of paying off the loans , abolishing fees would mean everyone has an equal opportunity",loan,,,,
Depth5_715,Depth4_516,"however , it is not always easy to balance . give them a break . the majority of careers require an advanced qualification , especially if someone wants to become a doctor .",career,,,,
Depth5_717,Depth4_516,"these days it has become a standard requirement to have a university education , not an advantage . the job market is poor , and many young people feel pressured into going to university .",job,,,,
Depth5_719,Depth4_516,"having a degree has the potential to put those who have one at an advantage , why should people be discouraged from having an education simply because they are unable to lean on parents or careers for financial support .",career,,,,
Depth5_720,Depth4_523,but the government are not stepping in for this surely ? too many people ? that just sounds biased .,government,,,,
Depth5_721,Depth4_523,there are currently insufficient scholarships to allow all those capable on low income to attend .,scholarship,,,,
Depth5_727,Depth4_533,"people are not usually paying from their own pocket - they rely on loans , and resign themselves to a lifetime of repaying them . i do not feel that students valuer their education more when they charged for it .",loan,,,,
Depth5_732,Depth4_540,"for talented young people from poorer backgrounds , the prospect of repaying their loan for many years may be the decision-maker that university is not for them , as they need money now .",loan,background,,,
Depth5_737,Depth4_550,"we will still end up with a disproportionate representation of wealthier students versus those from poorer backgrounds , who may not be any better than the 'good ' students who did n't meet the competitive requirements for a scholarship .",scholarship,background,,,
Depth5_740,Depth4_553,"not all academic people are from well off backgrounds , the loan wo n't pay for day to day living whilst studying , they should n't have to take on casual work if they 're wanting to put everything into their degree",loan,background,,,
Depth5_741,Depth4_553,"even if people have access to student loans , many from disadvantaged back grounds can not afford the high costs of living as well as studying with a student loan",loan,afford,access,,
Depth5_747,Depth4_562,it would give more freedom for people from a range of backgrounds to study and help with career progression giving them better job opportunities and knowledge,career,job,background,,
Depth5_748,Depth4_562,but by abolishing these fee's we are giving people from a mix of backgrounds an equal chance regardless .,background,,,,
Depth5_750,Depth4_562,"the people with degrees who do not earn decent money , indulged in the study of useless subjects with no or very little commercial value . what a waste of time and effort that is a waste of tax payer resources .",tax,,,,
Depth5_754,Depth4_572,"without uni fees , people will be more knowledge and there will be a significant increase in the amount of people going for better paid jobs , this would mean the country would be richer",job,,,,
Depth5_756,Depth4_572,everyone should be able to enter it for education . even if that person had a poor background maybe they can change it by going,background,,,,
Depth5_761,Depth4_582,"loans always cause debt . loan companies would be out of business if they just gave money away , the interest rates they apply and expect people to default is what brings in profit for them",interest,loan,debt,,
Depth5_762,Depth4_582,why should people have to accept debt because they want to better themselves and learn ?,debt,,,,
Depth5_765,Depth4_582,many people accept uni debts as there is no other way to finance there education,debt,,,,
Depth5_767,Depth4_582,some students have n't been taught financial literally and do n't have the knowledge or experience to handle loans or understand implications of not paying them off,loan,,,,
Depth5_769,Depth4_589,"that option isn't available for all , it is only available for a percentage . by making it free for all you will have an even playing field",free,,,,
Depth5_770,Depth4_589,not only rich people should have this type of education . all types of people should have access,access,,,,
Depth5_774,Depth4_589,students may feel lesser than the other students who are able to afford the fees and this may impact on their wellbeing and desire to go to university,afford,,,,
Depth5_777,Depth4_605,everyone should have access no matter how wealthy you are yet at the same time as getting paid at uni you should still be trying to get money together,access,,,,
Depth5_782,Depth4_558,the university fees should be abolished because its not fair on those who want to achieve an education and can not afford to do so . university fees will put young people into debt .,afford,debt,,,
Depth5_785,Depth4_558,we do n't want to encourage students to go abroad - rather they should stay here and pay their taxes once they have graduated .,tax,,,,
Depth5_786,Depth4_558,"there are always going to be people who will miss out if they have to rely on scholarships , never mind having to literally go abroad to get them . it is discrimination to force that onto people who are exceptional but have fewer means .",scholarship,,,,
Depth5_792,Depth4_575,i think it is unfair to expect young people or their parents to fork out the high costs of university fees . i think education should be free .,free,,,,
Depth5_796,Depth4_575,"the money that is given for student loans is a paid back so slowly that it is almost pointless in itself . just because it does not affect credit rating does not mean that it is necessary , useful , or a good idea .",loan,,,,
Depth5_797,Depth4_583,"it does n't matter that the person does not pay the fees back until they have acquired a certain pay from their job , as in the meantime interest is adding up to more fees .",interest,job,,,
Depth5_798,Depth4_583,"but by the time the student is in a decent job , interest rates will have increased the amount of debt that they own , making it near impossible to pay back .",job,debt,interest,,
Depth5_800,Depth4_583,this will affect women in particular who may have to have time out of their job to have children as uch the loan will take years to pay back .,loan,job,,,
Depth5_804,Depth4_591,but not all backgrounds can afford it even if they are are exceptional students . you and i both know this actually means the higher class .,afford,background,,,
Depth5_807,Depth4_606,"not everyone can earn the right to a scholarship , and there is not enough for everyone , therefore the fees should be abolished allowing anyone to go to university .",scholarship,,,,
Depth5_808,Depth4_606,"somebody may be very talented in a certain area , that is not necessarily educational . this makes it more unlikely for them to achieve an academic scholarship .",scholarship,,,,
Depth5_810,Depth4_606,paying a portion of a student 's loan off for entering specific fields may fill gaps in the job market where a need is identified for graduates to fill particular roles for example teaching .,loan,job,,,
Depth5_812,Depth4_152,"university is education , therefore it should be tax funded , people who go to university do so with the intention of then heading into full time work which will result in them paying taxes and contributing to society .",society,tax,,,
Depth5_813,Depth4_152,"education should not be taxed , it should be seen as an accessible right for all to access .",access,,,,
Depth5_816,Depth4_152,if there are more people who are university educated then they will be earning a higher salary and therefore paying more tax ; it could be a self perpetuating system as long as there are stricter entry criteria .,tax,,,,
Depth5_819,Depth4_561,education should not be free and people should meet certain criteria to be considered however fees shouldn't be so high that people can not afford it .,afford,free,,,
Depth5_824,Depth4_571,it shouldn't be based on class on backgrounds by opening up fees to a decent amount people would work harder to gain the places .,background,,,,
Depth5_826,Depth4_571,"that would enrich everyone 's experience and could serve to eliminate class eventually , at least as regards those from poorer backgrounds being seen as of lower intelligence .",background,,,,
Depth5_828,Depth4_585,"but it is still a looming pressure and concern for the graduate . they aim to find a decent paying job , but know that some of that salary they will never see .",job,,,,
Depth5_829,Depth4_585,not everyone can afford loans and i believe people should pay back in full but at there own rate .,loan,afford,,,
Depth5_832,Depth4_593,people still require money to live whilst at university and having free education will be a motivating factor in being able to go away and live elsewhere without the burden of debt,free,debt,,,
Depth5_833,Depth4_593,but the monetary consideration puts a lot of people who are from low income families off .,family,,,,
Depth5_835,Depth4_593,everybody should attend on equal footing - free of charge at the point of delivery .,free,,,,
Depth5_840,Depth4_609,"the burden should be on the government , not scholarships or charity . this can reduce pressure on students to study only what is profitable",scholarship,government,,,
Depth5_843,Depth4_611,"a large proportion of those people can actually afford it though whereas fresh graduates or new students are much more likely to be unable to . they may never earn enough to do so , if uni fees are n't abolished .",afford,,,,
Depth5_844,Depth4_611,i do not see a problem with increasing tax on the ultra rich in order to help educate the ordinary people .,tax,,,,
Depth5_846,Depth4_611,"it is better to spread out the costs for education across all of society , rather than burdening young students with piles of debt .",society,debt,,,
Depth5_847,Depth4_625,"loans are paid back only when the person is earning enough to afford to pay them back . this can come directly out of wages , and is therefore not that noticeable .",loan,afford,,,
Depth5_850,Depth4_625,not all graduates earn high salaries especially in the public sector . these people will be in debt for a long time,debt,,,,
Depth5_851,Depth4_625,"university degrees do n't always translate to great jobs . and the market is weak , so they do n't even have that guarantee .",job,,,,
Depth5_852,Depth4_636,"some people can not afford the prestige of a paid degree . education should be free to all , so that there is equality of opportunity .",afford,free,,,
Depth5_854,Depth4_636,in this economy students do n't care about prestige . the majority of students just want a stable job .,job,,,,
Depth5_860,Depth4_648,loans could still be made available for living costs but removing fees would reduce the debt burden hugely,loan,debt,,,
Depth5_861,Depth4_648,"they should n't be in a position to have to either take on debt , or not go to university . that would just close off university to a select elite .",debt,,,,
Depth5_863,Depth4_657,"many external loans companies which assist students have poor communication with relevant bodies and often pay them late , which can put them at a huge disadvantage before they even begin studying .",loan,,,,
Depth5_866,Depth4_657,the reality is though that the government wont ( and has n't ) enforced the loan companies to do their job correctly ; and this will still pile undue stress on students .,loan,government,job,,
Depth5_870,Depth4_667,taking a part time jobs to pay fees can have a negative impact on results as there is less time to study . this impacts lower income students more and means they are less likely to get a high paying job on graduation,job,,,,
Depth5_871,Depth4_667,"grants only go to a select few students , which limits the good they can do . as for part time jobs , why have fees to set up great institutions and courses if students then have to divide their attention between education and work ?",job,,,,
Depth5_872,Depth4_620,"ambitions and education would be more accessible and appealing if it was free , as money would not be a consideration",free,,,,
Depth5_873,Depth4_620,people shouldn't be encouraged to get into debt at such a young age if fees were abolished then there would be no need for student loans,loan,debt,,,
Depth5_876,Depth4_620,students have to be totally dedicated to there chosen career path before they get loans,loan,career,,,
Depth5_879,Depth4_633,scholarships are limited and only available to a small percentage of the people who are lower incomes . this would only solve the problem for a few people .,scholarship,,,,
Depth5_882,Depth4_646,debt interest rates are so high that it becomes impossible to pay back . year by year the debt is increasing and even with a good job it is hard to repay .,job,debt,interest,,
Depth5_884,Depth4_646,the competition to get a job after completing a degree is so fierce that many people struggle to get jobs at all and so they do not have a company paying taxes to the government .,government,job,tax,,
Depth5_888,Depth4_653,if there were no fees then loans would not be needed therefore eradicating this problem altogether,loan,,,,
Depth5_891,Depth4_653,if there wasnt some sort of loan system then only well off people would be educated,loan,,,,
Depth5_893,Depth4_659,everyone should be entitled to the education they want without being forced into getting into debt and dealing with the stress debt causes,debt,,,,
Depth5_894,Depth4_659,most loans don't cover the living fees for students and they are not in the place to be able to afford to invest in their education by themselves .,loan,afford,,,
Depth5_895,Depth4_659,a student loan is not always beneficial i have a very good paid job from aat tuition that cost around a tenth of the cost of university and good career progression,loan,career,job,,
Depth5_903,Depth4_622,the thought of looming debt puts a lot of people off going to university . loans and repayments are not always fully explained or understood by students .,loan,debt,,,
Depth5_905,Depth4_622,people should not have to get in to great amounts of debt to get an education to give them a better quality of life,debt,,,,
Depth5_906,Depth4_622,loans can only be viable if the government has a plan in place in order make constructive decision if they can decide what will be the rate of interest charged .,interest,loan,government,,
Depth5_908,Depth4_635,"scholarships are not always a motivation , as students know they still have money to pay and debt payments .",scholarship,debt,,,
Depth5_909,Depth4_635,allowing everyone access to university resulted in a lot of people having degrees and not taking entry level jobs . the loans are partly the issue and should not give a better alternative than joining the workforce when applied to some arts degrees .,loan,access,job,,
Depth5_910,Depth4_635,sometimes people would want to do a course but they should not be put off doing one because they can not financially afford to do so,afford,,,,
Depth5_915,Depth4_647,"the government is always in debt and they can find some other way to make money , it 's not fair that people should suffer because of this",government,debt,,,
Depth5_916,Depth4_647,but it will leave other student who can not afford to repay back under more difficulty .,afford,,,,
Depth5_919,Depth4_656,the loan system does give people more money than they usually would at that age . essentially this in itself affects the economy as money is paid into social activities more than others .,loan,,,,
Depth5_926,Depth4_666,but the incentive to work in london in terms of higher wage salary would help to repay the loan much sooner than later .,loan,,,,
Depth5_934,Depth4_674,"further education can lead to better jobs however , graduate saturation is high and hard skills are in high demand but low supply .",job,,,,
Depth5_936,Depth4_674,"just because you continue on to education does n't necessarily mean the jobs are better . many skilled trades such as plumbing and construction pay well , and do not require university degrees . people in these careers also gain valuable life experiences .",career,job,,,
Depth5_937,Depth4_674,"furthering education should be a choice and young people should not feel like they have to do this , there are also many benefits to coming out of education and getting on the career ladder at a young age , this can also benefit the economy",career,,,,
Depth5_938,Depth4_687,in order to get a job you need to determined the kind of people who show little enthusiasm or determination are not likely to get a job in the area they study as they have no drive . students with a drive will get to where they want to be .,job,,,,
Depth5_946,Depth4_698,lower class students may be in broken families and therefore may lack the support in applying for these funding options and may lack personal confidence to push themselves forward .,family,,,,
Depth5_948,Depth4_698,"while the extra help may be available not all students can access it or are aware that they can access it . students from certain economic backgrounds may just miss out on specific funding , leaving them unable to go to university .",access,background,,,
Depth5_949,Depth4_698,"people can be passionate and motivated and still fail , they should n't be punished with huge debts just because they are n't as clever as someone else , when people choose to further their education it 's by choice so i 'm not sure their passion or motivation should be questioned",debt,,,,
Depth5_950,Depth4_703,even the idea of a debt of any kind can actually put off a person with any form of anxiety .,debt,,,,
Depth5_953,Depth4_703,"it is paid back bit by bit , but interest rates continue to soar . this means that the overall debt to be paid back is becoming impossible to pay off .",interest,debt,,,
Depth5_954,Depth4_703,"while it is paid back at a small percentage , this is still a percentage of our earnings . for students who support families and others , this small percentage may make all the difference .",family,,,,
Depth5_957,Depth4_712,"why should those people have to miss out on higher education just because they may not be comfortable taking on the debt , if anything they are being sensible about what they can afford",afford,debt,,,
Depth5_958,Depth4_712,"many jobs these days do not hire apprentices , furthermore many apprenticeships are low pay and a student may be unable to afford them .",afford,job,,,
Depth5_960,Depth4_712,not everyone is in a financial situation where they are able to take on additional debt . that does n't mean they should be denied opportunities the rest of us can access,access,debt,,,
Depth5_962,Depth4_724,everyone should have an equal chance nobody should stand in a better position . if you are determined and want it you should be entitled to education and access to those jobs .,access,job,,,
Depth5_964,Depth4_724,many students are born in low wage families and are therefore disadvantaged from the beginning . these students may have high potential but be unable to progress to university due to costs .,family,,,,
Depth5_966,Depth4_724,"often the lower paying fields are essential to society . why should sick people and children be treated by people forced into careers they did n't want , just because they were unable to get the top job .",society,career,job,,
Depth5_970,Depth4_679,"i would like put a point of view that time is money , which could be used to gain skill while on the job . i think workplace experience would be much more beneficial without piling up debt .",job,debt,,,
Depth5_980,Depth4_699,university fees should not put people off wanting an education their should be no price to an education . people may think they are not worthy of a job due to income which is never the case .,job,,,,
Depth5_984,Depth4_699,it 's not fair that people that have worked hard to get a good career have to pay back so much therefore earning as much as someone that did n't go to university .,career,,,,
Depth5_990,Depth4_716,"debt causes stress for many people , especially when the debt is there because you wanted to better yourself .",debt,,,,
Depth5_991,Depth4_716,"but the question is if they get a good job to pay the loan back . jobs are becoming increasingly competitive to attain , leaving some people in the dark when they leave university .",loan,job,,,
