arg_id,prev_arg_id,Argument,Concern1,Concern2,Concern3,Concern4
Depth4_707,Depth3_123,Yes but that money isn' payable until they are earning above a certain threshold in their career and therefore should not put them off applying to university.,career,,,
Depth4_712,Depth3_124,"If people are really put off by the debt, then they will be comfortable accessing an alternative to higher education, like an apprenticeship or a job. The debt burden is part and parcel of getting access to the opportunities that graduates have over people without a degree. ",job,access,debt,
Depth4_716,Depth3_124,"Loans which are for university purposes have a lower interest rate than your typical loan. Therefore, again if they get a good job it should not be hard to pay back.",loan,job,interest,
Depth4_717,Depth3_124,Yes but it is only repayable above a certain threshold and if the person never attains that threshold the debt will be erased.,debt,,,
Depth4_724,Depth3_125,"We have to give everyone equal chance to succeed and end up with the best job they can, naturally there will be those who reach the top, and those who don't. ",job,,,
Depth4_726,Depth3_125,Student's tend to go to university to study a topic they are passionate about not just for courses which are going to get them a job with the highest of high payment.,job,,,
Depth4_727,Depth3_125,You cannot only charge fees for certain degrees as that would have far reaching consequences. People working in lower paid jobs may never have to repay any of the loan anyway if they do not earn above the threshold.,loan,job,,
Depth4_735,Depth3_126,There would still be a shortage if most young people decided to go to university instead of going into more vocationally and apprenticeship type jobs. ,job,,,
Depth4_736,Depth3_126,But if every student had the opportunity to go to university for free most would take it and some will not actually take the course seriously resulting in poor qualifications. There are also people who prefer working in construction.,free,,,
Depth4_740,Depth3_131,"The loan repayments are affordable, have a low interest level and proportionate to wages therefore it won't be vast repayments as such ",loan,interest,,
Depth4_744,Depth3_131,There isn't the public funding available to offer free university places to the growing number of students who wish to stay in education and achieve degrees.,free,,,
Depth4_748,Depth3_131,Then tax payers have to pay for them instead and will also have less expendable income,tax,,,
Depth4_749,Depth3_132,"If an individual is motivated to become something through going to university, fees and repayment will not stop them because student loan will help them and at the end of the course, they will be earning a good amount ",loan,,,
Depth4_750,Depth3_132,"Those jobs you mention are vocations, people who chose to study them have thought about fees in making their decision. ",job,,,
Depth4_751,Depth3_132,"The fees cover the experience you will gain, you cannot get education and improve yourself for free. The life time benefits in terms of experience, well being and income increases from being in a high paid profession are worth it",free,,,
Depth4_764,Depth3_133,Because it is impossible to begin selecting which jobs are morally good enough that they deserve to have their fees scrapped. Everyone will have their own opinion as to which jobs contribute back to society.,job,,,
Depth4_766,Depth3_133,Everyone who has a job is contributing to society and to the economy so I'm not sure why those professions should be singled out. It costs the university money to teach them and it costs the government money to provide financial support so why should this not be repaid,job,government,,
Depth4_767,Depth3_133,"They have used a service to train them for their chosen career, so why should you not pay for a service.",career,,,
Depth4_773,Depth3_134,"Although all sorts of careers are useful in society, some are harder to get into",career,,,
Depth4_774,Depth3_134,"University fees are the same for everyone across the board (at the same university). If a person from a lower-income background is talented enough, they will have the same chances of getting the job.",job,background,,
Depth4_785,Depth3_135,"If a degree is not needed to do a certain job then it is personal choice to progress down that path, and they should accept the fees.",job,,,
Depth4_793,Depth3_136,"If young peoples university fees are paid for, there will be many students studying courses that they are not fully interested in because they will not have the question of whether university is worth being in debt for in their mind",debt,,,
Depth4_794,Depth3_136,I agree. The education in high schools/colleges should give the advantages and disadvantages of both university education and apprenticeships. Some people will benefit from learning on the job rather than academia.,job,,,
Depth4_796,Depth3_136,"I agree that university is not the answer to everything and there are many career avenues available, however for those who want to go it only seems fair that they pay for this service",career,,,
Depth4_797,Depth3_136,"Other people shouldn't have increased taxes due to free education , if you want to go to university it is your choice so you should be accountable for the fees.",free,tax,,
Depth4_799,Depth3_141,"you don't have to pay the debt off until you're earning a certain amount and even when you do, it's a tiny fraction, still giving you enough money to live off",debt,,,
Depth4_801,Depth3_141,You don't have to repay the debt at an unrealistic rate if you do take the loan you would find the repayment manageable even on lesser earning jobs,loan,job,debt,
Depth4_804,Depth3_141,the interest rates will be very low so students who go on to graduate and get good jobs will be paying back the loan at a cheaper rate than if they took out a loan elsewhere to keep studying. ,loan,job,interest,
Depth4_811,Depth3_142,Everyone does have a choice on what they want to do if you are not happy in your job you are entitled to move,job,,,
Depth4_813,Depth3_142,"by choosing to complete a degree increases maturity, life experiences and a passion for your job",job,,,
Depth4_814,Depth3_142,those in a non stem field can still get good jobs and it is only when they earn a certain amount they will start paying off their loan slowly. ,loan,job,,
Depth4_820,Depth3_143,"Not everyone goes to university though, which is annoying for them because they would be paying much higher taxes for something they do not care about",tax,,,
Depth4_821,Depth3_143,University is not an essential service it is higher education. If that was the case then everyone should have access to university regardless of exam results. It's just not feasible ,access,,,
Depth4_824,Depth3_143,"Plain and simple those who study at university need to pay the services, we have had student loans for decades now. Not everyone wants to study at university and will probably work and pay taxes anyway, ",loan,tax,,
Depth4_831,Depth3_144,Student loans are vital for those not in positions to pay for tuition fees upfront it has a much more positive factor than a negative factor. The fact it allows people who wouldn't usually be able to go to go can have a great benefit to society ,loan,,,
Depth4_833,Depth3_144,I dont believe people go to university clueless. They have chosen to follow a career path that a lot of thought has gone into.,career,,,
Depth4_835,Depth3_144,Free university education would encourage even more of what you have just suggested (people going to university without any idea where they're heading).,free,,,
Depth4_839,Depth3_145,"if they don't get a ""good"" job, then they don't have to pay back their debt until they do. Being university schooled, they should be able to get a better job when it becomes available, ",job,debt,,
Depth4_845,Depth3_145,The students will only ever have to pay back the loan at a rate they they can reasonably afford.,loan,afford,,
Depth4_848,Depth3_145,that should not be sufficient argument to increase the tax burden on all in society. surely your argument supports limiting places in universities to prevent overcrowding in the graduate market?,tax,,,
Depth4_852,Depth3_146,"There is no rush to pay it back, it is just like tax. Automatically taken after a certain income",tax,,,
Depth4_855,Depth3_146,"As I have pointed out earlier, the graduates will not have to worry if they don't get a job because this will likely mean they aren't earning enough to pay the loan back.",loan,job,,
Depth4_858,Depth3_146,"But once university finished there should not be a requirement for post graduates to be supported through means other than those in wider society, unemployment benefit and the like. There are huge 8ncentives for students from poorer backgrounds but this should not go further.",background,,,
Depth4_860,Depth3_151,"The debt is only paid back once you earn over a certain figure, this is then repaid at 9% of the amount over this figure. Earning less than this will mean you never have to repay your loan.",loan,debt,,
Depth4_862,Depth3_151,"Student fees are less like a debt and more like a tax, and the government is very lenient on how they are paid back. People who want a university education should be willing to accept the fees as something that is necessary. ",tax,government,debt,
Depth4_866,Depth3_151,Fees help students to value education and take it seriously. It gives them an insight into the real world and helps them recognise that not everything will be free and they will indeed have to work for it.,free,,,
Depth4_872,Depth3_152,"It doesn't matter whether or not they have their own expenses to deal with, as they will only have to pay back university loans after they start making a certain amount of money, and after around 30 years the debt is dropped completely anyway.",loan,debt,,
Depth4_875,Depth3_152,There is lots of finical support for a young person during there time studying. A young person should be encouraged to have a part time job as well as studying as this prepares them for working life.,job,,,
Depth4_878,Depth3_152,There is a bursary which provides a basic amount for expenses. Depending on the course a part time job might not be too intrusive on study and class time.,job,,,
Depth4_880,Depth3_153,"After 30 years the debt is wiped from the record, meaning that even if they don't fully repay their loan after this amount of time they do not need to worry about it.",loan,debt,,
Depth4_882,Depth3_153,"It doesn't even matter if it's impossible to pay back, because after a while the government won't make you pay it back anyway. Even when you do pay it back after you're making a certain amount of money per year, only a small amount is taken each month.",government,,,
Depth4_883,Depth3_153,"As discussed previously, this is only paid above a threshold for a certain amount of time. This means that the government is having to supplement this proportion that hasn't been paid off. Although the interest accumulates, this doesn't influence the repayments taken from salaries.",interest,government,,
Depth4_902,Depth3_155,"Working part-time should not affect the work of a student who is smart enough to earn a scholarship, if it does it is up to that student not to let it get in the way of their work. ",scholarship,,,
Depth4_906,Depth3_155,Yes but government support through maintenance loans relives the burden on the individual so they do not have to heavily rely on the income from a part time job. Students are not being left to fend for themselves.,loan,job,government,
Depth4_907,Depth3_155,"Removing the university fees wouldn't increase their income, as they wouldn't see any of the Â£9000 debt being saved",debt,,,
Depth4_910,Depth3_156,"With free education the shortfall will leave universities under funded and under staffed, this will lead to poorer teaching and performance from students as less contact time would be able to be provided.",free,,,
Depth4_917,Depth3_156,"Everyone already has the chance to gain higher education, as loans are provided on a sliding scale",loan,,,
Depth4_918,Depth3_156,The money collected from student loan repayments is crucial to fund universities as more people than ever before now go to university.,loan,,,
Depth4_920,Depth3_161,That's why student loan is given to them whilst they are in university so that they do not have to worry about it ,loan,,,
Depth4_921,Depth3_161,"University fees allow students who are serious about gaining higher education proceed further in their education. It also eliminates those who are prolonging getting a job, from milking the â€˜free fees' process. ",free,job,,
Depth4_927,Depth3_161,"But education has to be paid for and people need to understand that if you benefit, you should contribute. It devalues something to get it for free.",free,,,
Depth4_931,Depth3_162,This allows the student who take advantage of the loans to get on their feet and make repayments when their financial situation allows them too. ,loan,,,
Depth4_935,Depth3_162,"Everyone can apply for student loan, no one needs to be in financial difficulty to be able to qualify ",loan,,,
Depth4_936,Depth3_162,Students can always get part time work to help prevent financial hardship and their parents usually have good careers nowadays.,career,,,
Depth4_939,Depth3_163,The government is subsiding the lifetime income benefit to the individual who gets a degree by subsidising their degree. Kids who don't go to university however get nothing in the way of subsidy. This is grossly unfair.,government,,,
Depth4_944,Depth3_163,Without the tuition fees it would not be sustainable for the government to fund any person wanting to attend university.,government,,,
Depth4_949,Depth3_164,Scholarships are designed to reward excellence and fund unusual talent. Higher education is not a right. ,scholarship,,,
Depth4_950,Depth3_164,"Which will help them survive throughout university and then eventually pay off the loans they have borrowed, in small amounts ",loan,,,
Depth4_955,Depth3_164,Yes there are free scholarships as well well as loans and Grant's so there is no excuse as to why someone who really wants to go to university cannot get there ,loan,free,scholarship,
Depth4_959,Depth3_165,"Not everyone can have a good job. There is dignity in all work, not just work that requires a degree. Vocational training has been massively underfunded in this country in order to subsidise increased access to higher education. This is inequitable",job,access,,
Depth4_960,Depth3_165,That is why student loan offers to pay tuition fees and gives out maintenance loan to cover all university related costs ,loan,,,
Depth4_964,Depth3_165,"Not all education can be free. Education should be free up until university level, and then it should only be the most capable students that are able to access university courses. Not everyone wants to attend university. ",free,access,,
Depth4_966,Depth3_165,In the long run they will have a better chance of gaining a qualification in their chosen career.,career,,,
Depth4_967,Depth3_165,It's really hard to know who there is who would like an education but can't afford it. You can go part time and do shorter courses if you aren't able to commit the time and money to a full time degree.,afford,,,
Depth4_969,Depth3_166,"If you can pay, you should pay, regardless of your talent. Children who come from wealthy backgrounds are more likely to be coached for scholarship examinations and thereby outperform children from deprived backgrounds with more talent. This isn't meritocracy, it's disguised privilege",scholarship,background,,
Depth4_972,Depth3_166,"Apart from scholarships there are other forms of financial support, and lower economic students receive a higher amount of student loan if they need it",loan,scholarship,,
Depth4_974,Depth3_166,"If a student is determined, they should be able to take a part time job or save up to assist themselves. It should not be the responsibility of the taxpayer to send everyone to university, people need to take responsibility for their own success. ",job,,,
Depth4_977,Depth3_166,"Well, it's not only about young people. a lot of students are older, returning to education to change careers or out of interest. And they often do save up, but equally, they are more savvy about taking out a low interest loan backed by the government.",loan,interest,government,career
Depth4_980,Depth3_171,"People are in debt for many different reasons e.g. a mortgage, car loans, credit card debt. Its a good sacrifice to make for your education",loan,debt,,
Depth4_984,Depth3_171,"The whole point of going to university to further your education is that you will be able to secure a better job, particularly if you get qualifications in a specific field.",job,,,
Depth4_986,Depth3_171,"That is very much incorrect. In UK, you will not be in debt for the rest of your life, the debt will be written off 30 years from the first April after graduation, and this is a government policy.",government,debt,,
Depth4_990,Depth3_172,"People may have savings, and if they are really struggling financially, the access to loans is always there",loan,access,,
Depth4_992,Depth3_172,Often the loan system favours those who's parents cannot afford to help them out as they receive a higher maintenance loan. There is also additional support available from universities themselves in the form of department specific bursaries,loan,afford,,
Depth4_993,Depth3_172,Balancing time at university whilst studying can be achieved and in cities there are an abundance of part-time jobs or students. Most universities have working opportunities for students as well that respect study commitments and are flexible in that way. ,job,,,
Depth4_995,Depth3_172,Apprenticeships are a better way of going about things now because you CAN earn learn and live without the debt in the future,debt,,,
Depth4_1004,Depth3_173,"I think though this comes down to the definition of afford. If a student can't afford to go out every night, that is one thing, if they can't afford to live or pay rent, or their family will have to go without, that is another.",afford,,,
Depth4_1006,Depth3_173,This is why our government has policy of paying back according to their earning level after university.,government,,,
Depth4_1009,Depth3_174,"Being educated is also of value to the individual also, having a university education allows them to get a good job with good money. ",job,,,
Depth4_1010,Depth3_174,The fees allow students to really be motivated about the subject and career choice which in turn will lead to a more motivated and educated professional,career,,,
Depth4_1015,Depth3_174,In the long term this would work because of the multiplier effect but in the short term this would be costly for consumers and the government and as the government are already in debt this wouldn't happen,government,debt,,
Depth4_1022,Depth3_175,"It is not demeaning - these loans and assistance are often not available to those from more affluent backgrounds who will also leave with the same amount of debt. Even with more affluent parents, these parents will not be able to afford to completely repay the debt for their children",loan,background,debt,afford
Depth4_1023,Depth3_175,If the student wishes to go to university to that extent then applying for scholarships and financial help should not deter them and in most instances can be kept anonymous. ,scholarship,,,
Depth4_1025,Depth3_175,This means that people from affluent backgrounds will get higher qualifications and acquire higher paying jobs so their whole family will become more and more affluent and the inequality gap will begin to increase,job,background,,
Depth4_1032,Depth3_176,The debt is not noticeable from day to day as it would be with a credit card or traditional loan. It is taken from wages before tax and is often a very insignificant amount each month. ,loan,tax,debt,
Depth4_1033,Depth3_176,"Yes however, they are more likely to enter a more highly paid job and therefore it will benefit them more in the long run. The knowledge gained from a university degree is priceless and will benefit the individual in better social, communicative and life skills. ",job,,,
Depth4_1036,Depth3_176,"This debt will not contribute to their credit score or anything, It will not affect their NI, taxes, mortgages or anything",tax,debt,,
Depth4_1040,Depth3_181,"The amount per month that you have to pay back isn't a lot, it will be taken out of your pay just as your taxes are so many people won't even notice it",tax,,,
Depth4_1053,Depth3_182,Students should also get a part time job to help pay for living expenses so to minimise other loan taking.,loan,job,,
Depth4_1054,Depth3_182,part of university is money management. many students do get a part time job to help support other costs not just more debt,job,debt,,
Depth4_1058,Depth3_182,Students have been able to take part time jobs to assist with fees for living and travel expenses - there is no need to take out other loans,loan,job,,
Depth4_1059,Depth3_183,"You argument makes no sense; I have not stated that everyone will have access to everything. Unless you are assuming the poor are less academically capable? Even if they have had less experience with formal learning, it's entirely reasonable a university should adjust its teaching style to different people.",access,,,
Depth4_1065,Depth3_183,Everyone won't have access to everything. It's right that there is a criteria in place to be able to provide education as in a lot of things in life but there will always be the exceptional cases where further consideration is required,access,,,
Depth4_1067,Depth3_183,Everyone should be able to access high quality education. By paying for fees we can have more resources to support everyone so that the field is level as everyone deserves equal opportunity ,access,,,
Depth4_1070,Depth3_184,If university fees deter some students from studying at university then perhaps they aren't passionate enough about that particular course or career to begin with,career,,,
Depth4_1071,Depth3_184,"debt can be used in a positive way and negative way. if you're using debt to get an education in order to get a higher paid job for the future, i would call it an investment! ",job,debt,,
Depth4_1078,Depth3_184,Again students can take a part time job - wages are also rising which should counter the effect of the interest rate on the university loan rising,loan,job,interest,
Depth4_1081,Depth3_185,"so if parents are willing to help their children with the university fees then thats great, if they can't, thats where the scholarships and/or loans are available, ",loan,scholarship,,
Depth4_1083,Depth3_185,The student should look into and be made aware of the costs of further education and learn to manage their money. They will need to manage their money later on when they get a job.,job,,,
Depth4_1085,Depth3_185,Parental income while as consideration is not the main criteria for a loan and students should have enough about then to obtain part time work to support and contribute to their loan.,loan,,,
Depth4_1102,Depth3_191,I know what you're saying but the fees maintain that element of people going to University who actually want to be there. The fact it costs money motivates them. Without that you'd have people going to University for the wrong reasons because it's free. ,free,,,
Depth4_1104,Depth3_191,Having the loans also helps you in later life because you can pay the debt back and by doing this you are strengthening your credit score,loan,debt,,
Depth4_1105,Depth3_191,The current system shows that the government does in fact care. If the education you receive doesn't get you into a job above the payment threshold then you never pay a penny back towards the fees.,job,government,,
Depth4_1112,Depth3_192,It's not about who can pay the most' it's about ensuring University resources are used properly and provided to those who want them. By maintaining fees but with concessions for students from poorer backgrounds provided they hit criteria then you maintain the standard,background,,,
Depth4_1116,Depth3_192,"If a person is able to afford university education, then they should see it as an investment in their future. I degree should never be thought of as devalued on the terms of finances. ",afford,,,
Depth4_1117,Depth3_192,"I agree that concessions should be there to distribute wealth and access to education fairly, however those that can afford to pay should. A degree is central to accessing a lot of careers and is therefore a valuable commodity. ",access,career,afford,
Depth4_1122,Depth3_193,I couldn't disagree more. This is a loan which has been necessary for these students to better themselves. They shouldn't then be penalised by having this held against them in terms of a credit rating or by having to pay it back before they're able to do so. ,loan,,,
Depth4_1123,Depth3_193,"The student fee debt is something anyone with a degree will encounter. It is repayable and again, shows you have received a quality education which will allow you to get a better job.",job,debt,,
Depth4_1125,Depth3_193,"That would cause a very dangerous system where our university funding scheme actually DOES bring barriers along with it, not to mention pressure to earn post-university to pay these loans off. The current fees system is very fair.",loan,,,
Depth4_1132,Depth3_194,"Then we need to look at making the scholarships more inclusive and the loans able to cover more than just fees. However, the principals behind these need to stay the same ",loan,scholarship,,
Depth4_1133,Depth3_194,There are loans to cover fees and accommodation - this is something that is open to all.,loan,,,
Depth4_1142,Depth3_195,They do yes but they only pay it back when they are able to do so. It's not ideal having to take out so much of a loan but at least this still gives them the access to higher education they desire,loan,access,,
Depth4_1146,Depth3_195,"Students using student loans are able to progress through university education without the financial burden of having to pay back the loan, until they are earning a reasonable wage. ",loan,,,
Depth4_1147,Depth3_195,"If the degree is worth doing then they should find a way to afford it, by working alongside it for instance. ",afford,,,
Depth4_1153,Depth3_196,The skill sets are not only available to those who can afford it - Loan and grant systems allow for sustainability within colleges,loan,afford,,
Depth4_1154,Depth3_196,in all walks of life you will need to spend money on your job/ career so why not start by doing that for your education ,career,,,
Depth4_1155,Depth3_196,"Everybody can afford to pay for it, as we have a system called the Student Loans Company. The terms of repayment for which make it an incredibly fair system for all backgrounds.",loan,background,afford,
Depth4_1157,Depth3_196,That is why the loan system exists so that there is an equality of access. ,loan,access,,
Depth4_1162,Depth3_201,"But if they do not have a job, they are not paying anything back. The repayments are not based on the amount of debt+interest outstanding, only a proportion above what they earn. ",job,,,
Depth4_1163,Depth3_201,"Well, obtaining a university degree allows for easier access to jobs, and after a certain amount of time if a student does not reach the salary threshold for repaying then the debt is abolished.",job,access,debt,
Depth4_1165,Depth3_201,"But if you never reach the income level, it is never repaid and therefore the interest level is irrelevant.",interest,,,
Depth4_1170,Depth3_202,If youre earning the basic income then you have enough money for a small percentage to go towards your student loan repayment,loan,,,
Depth4_1174,Depth3_202,"You currently only payback fees if you are earning over �21,000 which considering that the average wage in the UK is �17,000 this is entirely fair although I do agree with you about the interest rates being too high.",interest,,,
Depth4_1179,Depth3_203,Those jobs will also be higher earning jobs and therefore the person will pay the money back sooner,job,,,
Depth4_1180,Depth3_203,The fees ensure that people are really passionate about the career they are studying because they're willing to pay that much money for it. This means they'll be a more valuable and motivated employee in the future,career,,,
Depth4_1181,Depth3_203,Yes it could but the money obtained in a good job made possible through higher education could do the same.,job,,,
